rtime,provider,device_name,latitude,longtitude,altitude,speed,accuracy,time_utc
2020-11-07 13:14:39,gps,device1,37.38934627,126.9726833,-96.46574054,2.1898277,128,1604722479930 
2020-11-07 13:14:40,gps,device1,37.38915678,126.9726278,-77.79532184,1.5391475,128,1604722480930 
2020-11-07 13:14:41,gps,device1,37.38870235,126.9726419,-23.42051719,0,96,1604722481930 
2020-11-07 13:14:42,gps,device1,37.38903613,126.972675,-38.41386036,0,64,1604722482930 
2020-11-07 13:14:43,gps,device1,37.38906794,126.9726573,-37.75824428,0,48,1604722483930 
2020-11-07 13:14:44,gps,device1,37.38906844,126.9726934,0.962724271,0,32,1604722484930 
2020-11-07 13:14:46,gps,device1,37.38907474,126.972673,2.909767263,0,16,1604722486000 
2020-11-07 13:14:47,gps,device1,37.38904572,126.9727149,10.60051777,0,16,1604722487000 
2020-11-07 13:14:48,gps,device1,37.38902805,126.9727413,23.45995333,0,12,1604722488000 
2020-11-07 13:14:49,gps,device1,37.38902216,126.9727512,33.25243992,0,12,1604722489000 
2020-11-07 13:14:50,gps,device1,37.38901555,126.9727537,40.74922979,0,8,1604722490000 
2020-11-07 13:14:51,gps,device1,37.38899968,126.9727544,45.83238727,0,8,1604722491000 
2020-11-07 13:14:52,gps,device1,37.38899968,126.9727544,48.09320736,0,8,1604722492000 
2020-11-07 13:14:53,gps,device1,37.38899968,126.9727544,50.25045239,0,8,1604722493000 
2020-11-07 13:14:54,gps,device1,37.38899968,126.9727544,51.83826706,0,6,1604722494000 
2020-11-07 13:14:55,gps,device1,37.38899968,126.9727544,52.99090226,0,6,1604722495000 
2020-11-07 13:14:56,gps,device1,37.38899968,126.9727544,54.2497551,0,8,1604722496000 
2020-11-07 13:14:57,gps,device1,37.38899968,126.9727544,54.46996617,0,8,1604722497000 
2020-11-07 13:14:58,gps,device1,37.38893131,126.9727874,55.07553068,0,8,1604722498000 
2020-11-07 13:14:59,gps,device1,37.38893131,126.9727874,56.40008112,0,8,1604722499000 
2020-11-07 13:15:00,gps,device1,37.38893131,126.9727874,56.31820168,0,6,1604722500000 
2020-11-07 13:15:01,gps,device1,37.38893131,126.9727874,57.59628354,0,6,1604722501000 
2020-11-07 13:15:02,gps,device1,37.38893131,126.9727874,58.84525823,0,6,1604722502000 
2020-11-07 13:15:03,gps,device1,37.38893131,126.9727874,59.89021085,0,6,1604722503000 
2020-11-07 13:15:04,gps,device1,37.38893131,126.9727874,60.84118287,0,6,1604722504000 
2020-11-07 13:15:05,gps,device1,37.38893131,126.9727874,61.30197545,0,6,1604722505000 
2020-11-07 13:15:06,gps,device1,37.38893131,126.9727874,61.67271414,0,6,1604722506000 
2020-11-07 13:15:07,gps,device1,37.38893131,126.9727874,62.31238941,0,6,1604722507000 
2020-11-07 13:15:08,gps,device1,37.38887761,126.9728077,62.80592021,0,6,1604722508000 
2020-11-07 13:15:09,gps,device1,37.38887761,126.9728077,63.26402871,0,6,1604722509000 
2020-11-07 13:15:10,gps,device1,37.38887761,126.9728077,63.85907094,0,6,1604722510000 
2020-11-07 13:15:11,gps,device1,37.38887761,126.9728077,63.86171168,0,6,1604722511000 
2020-11-07 13:15:12,gps,device1,37.38887761,126.9728077,63.89280817,0,4,1604722512000 
2020-11-07 13:15:13,gps,device1,37.38887761,126.9728077,63.89626918,0,8,1604722513000 
2020-11-07 13:15:14,gps,device1,37.38887761,126.9728077,63.90162578,0,8,1604722514000 
2020-11-07 13:15:15,gps,device1,37.38887761,126.9728077,63.90882902,0,8,1604722515000 
2020-11-07 13:15:16,gps,device1,37.38887761,126.9728077,63.9168867,0,8,1604722516000 
2020-11-07 13:15:17,gps,device1,37.38887761,126.9728077,63.92487981,0,8,1604722517000 
2020-11-07 13:15:18,gps,device1,37.38887761,126.9728077,63.93415497,0,8,1604722518000 
2020-11-07 13:15:19,gps,device1,37.38887761,126.9728077,63.94453594,0,8,1604722519000 
2020-11-07 13:15:20,gps,device1,37.38887761,126.9728077,64.05938061,0,8,1604722520000 
2020-11-07 13:15:21,gps,device1,37.38887761,126.9728077,64.1844149,0,8,1604722521000 
2020-11-07 13:15:22,gps,device1,37.38887761,126.9728077,64.19784697,0,8,1604722522000 
2020-11-07 13:15:23,gps,device1,37.38887761,126.9728077,64.213581,0,8,1604722523000 
2020-11-07 13:15:24,gps,device1,37.38887761,126.9728077,64.231277,0,8,1604722524000 
2020-11-07 13:15:25,gps,device1,37.38887761,126.9728077,64.24996577,0,6,1604722525000 
2020-11-07 13:15:26,gps,device1,37.38887761,126.9728077,64.26983513,0,8,1604722526000 
2020-11-07 13:15:27,gps,device1,37.38887761,126.9728077,64.29027675,0,6,1604722527000 
2020-11-07 13:15:28,gps,device1,37.38887761,126.9728077,64.31094169,0,6,1604722528000 
2020-11-07 13:15:29,gps,device1,37.38882333,126.9728097,64.33206156,0,6,1604722529000 
2020-11-07 13:15:30,gps,device1,37.38882333,126.9728097,64.35246568,0,6,1604722530000 
2020-11-07 13:15:31,gps,device1,37.38882333,126.9728097,64.37257799,0,6,1604722531000 
2020-11-07 13:15:32,gps,device1,37.38882333,126.9728097,64.5689591,0,6,1604722532000 
2020-11-07 13:15:33,gps,device1,37.38882333,126.9728097,64.58772377,0,8,1604722533000 
2020-11-07 13:15:34,gps,device1,37.38882333,126.9728097,64.60604927,0,8,1604722534000 
2020-11-07 13:15:35,gps,device1,37.38882333,126.9728097,64.62379124,0,8,1604722535000 
2020-11-07 13:15:36,gps,device1,37.38882333,126.9728097,64.64178882,0,6,1604722536000 
2020-11-07 13:15:37,gps,device1,37.38882333,126.9728097,64.8363922,0,6,1604722537000 
2020-11-07 13:15:38,gps,device1,37.38882333,126.9728097,65.03338298,0,6,1604722538000 
2020-11-07 13:15:39,gps,device1,37.38882333,126.9728097,65.05228811,0,6,1604722539000 
2020-11-07 13:15:40,gps,device1,37.38882333,126.9728097,65.2399547,0,8,1604722540000 
2020-11-07 13:15:41,gps,device1,37.38882333,126.9728097,65.25834472,0,8,1604722541000 
2020-11-07 13:15:42,gps,device1,37.38882333,126.9728097,65.27756394,0,8,1604722542000 
2020-11-07 13:15:43,gps,device1,37.38882333,126.9728097,65.29791293,0,6,1604722543000 
2020-11-07 13:15:44,gps,device1,37.38882333,126.9728097,65.31848882,0,6,1604722544000 
2020-11-07 13:15:45,gps,device1,37.38882333,126.9728097,65.51719169,0,6,1604722545000 
2020-11-07 13:15:46,gps,device1,37.38882333,126.9728097,65.53703484,0,6,1604722546000 
2020-11-07 13:15:47,gps,device1,37.38882333,126.9728097,65.55768068,0,8,1604722547000 
2020-11-07 13:15:48,gps,device1,37.38882333,126.9728097,65.77051968,0,8,1604722548000 
2020-11-07 13:15:49,gps,device1,37.38882333,126.9728097,65.9876162,0,8,1604722549000 
2020-11-07 13:15:50,gps,device1,37.38882333,126.9728097,66.01102036,0,8,1604722550000 
2020-11-07 13:15:51,gps,device1,37.38882333,126.9728097,66.27174275,0,12,1604722551000 
2020-11-07 13:15:52,gps,device1,37.38882333,126.9728097,66.29857201,0,8,1604722552000 
2020-11-07 13:15:53,gps,device1,37.38882333,126.9728097,66.3258849,0,8,1604722553000 
2020-11-07 13:15:54,gps,device1,37.38882333,126.9728097,66.35514412,0,8,1604722554000 
2020-11-07 13:15:55,gps,device1,37.38882333,126.9728097,66.38629154,0,8,1604722555000 
2020-11-07 13:15:56,gps,device1,37.38882333,126.9728097,66.41960341,0,8,1604722556000 
2020-11-07 13:15:57,gps,device1,37.38882333,126.9728097,66.45519661,0,8,1604722557000 
2020-11-07 13:15:58,gps,device1,37.38882333,126.9728097,66.49356497,0,8,1604722558000 
2020-11-07 13:15:59,gps,device1,37.38882333,126.9728097,66.5356188,0,8,1604722559000 
2020-11-07 13:16:00,gps,device1,37.38882333,126.9728097,66.57991882,0,6,1604722560000 
2020-11-07 13:16:01,gps,device1,37.38882333,126.9728097,67.06656931,0,6,1604722561000 
2020-11-07 13:16:02,gps,device1,37.38882333,126.9728097,67.11514364,0,6,1604722562000 
2020-11-07 13:16:03,gps,device1,37.38882333,126.9728097,67.60413544,0,12,1604722563000 
2020-11-07 13:16:04,gps,device1,37.38882333,126.9728097,67.65346638,0,16,1604722564000 
2020-11-07 13:16:05,gps,device1,37.38882333,126.9728097,67.70292231,0,8,1604722565000 
2020-11-07 13:16:06,gps,device1,37.38882333,126.9728097,67.75353343,0,16,1604722566000 
2020-11-07 13:16:07,gps,device1,37.38882333,126.9728097,72.935723,0,12,1604722567000 
2020-11-07 13:16:08,gps,device1,37.38882333,126.9728097,72.97760352,0,16,1604722568000 
2020-11-07 13:16:10,gps,device1,37.38882333,126.9728097,77.57178122,0,12,1604722570000 
2020-11-07 13:16:11,gps,device1,37.38882333,126.9728097,77.87761512,0,12,1604722571000 
2020-11-07 13:16:12,gps,device1,37.38876107,126.9728436,78.15616724,3.5654392,12,1604722572000 
2020-11-07 13:16:13,gps,device1,37.38872462,126.9728351,78.40744888,8.15612,12,1604722573000 
2020-11-07 13:16:14,gps,device1,37.38867526,126.9728312,81.10798006,0,24,1604722574000 
2020-11-07 13:16:15,gps,device1,37.38861572,126.9728168,83.95728991,0,24,1604722575000 
2020-11-07 13:16:16,gps,device1,37.38856041,126.9728116,86.32368442,0,24,1604722576000 
2020-11-07 13:16:17,gps,device1,37.38849831,126.9728108,88.25667126,0,8,1604722577000 
2020-11-07 13:16:18,gps,device1,37.38841136,126.9728077,89.85121207,0,24,1604722578000 
2020-11-07 13:16:20,gps,device1,37.38814919,126.972787,92.30444965,28.869335,16,1604722580000 
2020-11-07 13:16:23,gps,device1,37.38768081,126.9727029,94.61533513,0,16,1604722583000 
2020-11-07 13:16:24,gps,device1,37.38751086,126.9726852,95.1186717,0,24,1604722584000 
2020-11-07 13:16:25,gps,device1,37.38734218,126.9726737,95.47952109,0,16,1604722585000 
2020-11-07 13:16:26,gps,device1,37.3871774,126.9726542,95.7307917,0,16,1604722586000 
2020-11-07 13:16:27,gps,device1,37.38702108,126.9726321,95.93833165,0,12,1604722587000 
2020-11-07 13:16:29,gps,device1,37.38671922,126.9725921,96.23817434,0,12,1604722589000 
