date,time,provider,device_name,latitude,longtitude,speed,ldws,lkas
2020-10-23,15:13:03,gps,device0,37.38459411,126.85593429999999,66,0,1
2020-10-23,15:13:04,gps,device0,37.38459411,126.85593429999999,64,0,1
2020-10-23,15:13:05,gps,device0,37.38459411,126.85593429999999,61,0,1
2020-10-23,15:13:06,gps,device0,37.38448358,126.85595430000001,59,0,1
2020-10-23,15:13:07,gps,device0,37.38448358,126.85595430000001,58,0,1
2020-10-23,15:13:11,gps,device0,37.38419959,126.85603459999999,58,0,1
2020-10-23,15:13:15,gps,device0,37.38395619,126.85600659999999,56,0,1
2020-10-23,15:13:16,gps,device0,37.38621558,126.8552212,55,0,1
2020-10-23,15:13:17,gps,device0,37.38697844,126.8549642,54,0,1
2020-10-23,15:13:18,gps,device0,37.38747331,126.8547716,53,0,1
2020-10-23,15:13:19,gps,device0,37.38762979999999,126.85471489999999,53,0,1
2020-10-23,15:13:20,gps,device0,37.38762325,126.8547129,53,0,1
2020-10-23,15:13:21,gps,device0,37.38783694,126.8546764,53,0,1
2020-10-23,15:13:22,gps,device0,37.38801744,126.85468780000001,53,0,1
2020-10-23,15:13:23,gps,device0,37.388251000000004,126.8546591,56,0,1
2020-10-23,15:13:24,gps,device0,37.38866984,126.854487,58,0,1
2020-10-23,15:13:25,gps,device0,37.38992267,126.85405549999999,59,0,1
2020-10-23,15:13:26,gps,device0,37.3904452,126.8538555,60,0,1
2020-10-23,15:13:27,gps,device0,37.3907118,126.8537395,62,0,1
2020-10-23,15:13:28,gps,device0,37.39092979,126.85363970000002,63,0,1
2020-10-23,15:13:29,gps,device0,37.39105603,126.85357659999998,68,0,1
2020-10-23,15:13:30,gps,device0,37.39117659,126.8535072,66,0,1
2020-10-23,15:13:31,gps,device0,37.39131333,126.85341310000001,67,0,1
2020-10-23,15:13:32,gps,device0,37.39143513,126.85332379999998,68,0,1
2020-10-23,15:13:33,gps,device0,37.39155609,126.8532301,69,0,1
2020-10-23,15:13:34,gps,device0,37.39167347,126.85314050000001,70,0,1
2020-10-23,15:13:35,gps,device0,37.39179194,126.85304609999999,70,0,1
2020-10-23,15:13:36,gps,device0,37.39192551,126.8529364,70,0,1
2020-10-23,15:13:37,gps,device0,37.39206058,126.852822,70,0,1
2020-10-23,15:13:38,gps,device0,37.39219861,126.85269960000001,70,0,1
2020-10-23,15:13:39,gps,device0,37.39233753,126.85257299999999,70,0,1
2020-10-23,15:13:40,gps,device0,37.39248202,126.8524378,70,0,1
2020-10-23,15:13:41,gps,device0,37.39262687,126.85229170000001,70,0,1
2020-10-23,15:13:42,gps,device0,37.39276568,126.85214769999999,70,0,1
2020-10-23,15:13:43,gps,device0,37.39290442,126.85200139999999,69,0,1
2020-10-23,15:13:44,gps,device0,37.39303875,126.8518571,68,0,1
2020-10-23,15:13:45,gps,device0,37.39317221,126.8517112,68,0,1
2020-10-23,15:13:46,gps,device0,37.39330374,126.85156029999999,67,0,1
2020-10-23,15:13:47,gps,device0,37.39343321,126.85141340000001,67,0,1
2020-10-23,15:13:48,gps,device0,37.39356708,126.8512649,66,0,1
2020-10-23,15:13:49,gps,device0,37.39369491,126.8511192,66,0,1
2020-10-23,15:13:50,gps,device0,37.39382235,126.85097490000001,65,0,1
2020-10-23,15:13:51,gps,device0,37.39395238,126.8508308,65,0,1
2020-10-23,15:13:52,gps,device0,37.39408316,126.8506872,64,0,1
2020-10-23,15:13:53,gps,device0,37.39421709,126.85054029999999,64,0,1
2020-10-23,15:13:54,gps,device0,37.39435393,126.85039170000002,64,0,1
2020-10-23,15:13:55,gps,device0,37.39449033,126.8502412,64,0,1
2020-10-23,15:13:56,gps,device0,37.39461979,126.8500975,64,0,1
2020-10-23,15:13:57,gps,device0,37.39474705,126.84995970000001,65,0,1
2020-10-23,15:13:58,gps,device0,37.39487659,126.84981780000001,66,0,1
2020-10-23,15:13:59,gps,device0,37.39500851,126.8496736,67,0,1
