date,time,provider,device_name,latitude,longtitude
2020-10-23,15:09:09,gps,device0,37.38414123,126.8541194
2020-10-23,15:09:10,gps,device0,37.38425582,126.8545702
2020-10-23,15:09:11,gps,device0,37.38431888,126.8547343
2020-10-23,15:09:12,gps,device0,37.38431888,126.8547343
2020-10-23,15:09:13,gps,device0,37.38431888,126.8547343
2020-10-23,15:09:14,gps,device0,37.38431888,126.8547343
2020-10-23,15:09:15,gps,device0,37.38431888,126.8547343
2020-10-23,15:09:16,gps,device0,37.38438968,126.8548229
2020-10-23,15:09:17,gps,device0,37.38438968,126.8548229
2020-10-23,15:09:18,gps,device0,37.38438968,126.8548229
2020-10-23,15:09:19,gps,device0,37.38438968,126.8548229
2020-10-23,15:09:20,gps,device0,37.38438968,126.8548229
2020-10-23,15:09:21,gps,device0,37.38438968,126.8548229
2020-10-23,15:09:22,gps,device0,37.38438968,126.8548229
2020-10-23,15:09:23,gps,device0,37.38438968,126.8548229
2020-10-23,15:09:24,gps,device0,37.38438968,126.8548229
2020-10-23,15:09:25,gps,device0,37.38444976,126.8549122
2020-10-23,15:09:26,gps,device0,37.38444976,126.8549122
2020-10-23,15:09:27,gps,device0,37.38444976,126.8549122
2020-10-23,15:09:28,gps,device0,37.38454946,126.8550788
2020-10-23,15:09:29,gps,device0,37.38454946,126.8550788
2020-10-23,15:09:30,gps,device0,37.38464204,126.8552729
2020-10-23,15:09:31,gps,device0,37.38464204,126.8552729
2020-10-23,15:09:32,gps,device0,37.3847233,126.8554526
2020-10-23,15:09:33,gps,device0,37.3847233,126.8554526
2020-10-23,15:09:34,gps,device0,37.38478727,126.8556198
2020-10-23,15:09:35,gps,device0,37.38478727,126.8556198
2020-10-23,15:09:36,gps,device0,37.38483124,126.8557337
2020-10-23,15:09:37,gps,device0,37.38483124,126.8557337
2020-10-23,15:09:38,gps,device0,37.38483124,126.8557337
2020-10-23,15:09:39,gps,device0,37.38486969,126.8558478
2020-10-23,15:09:40,gps,device0,37.38486969,126.8558478
2020-10-23,15:09:41,gps,device0,37.38486969,126.8558478
2020-10-23,15:09:42,gps,device0,37.38486969,126.8558478
2020-10-23,15:09:43,gps,device0,37.38486969,126.8558478
2020-10-23,15:09:44,gps,device0,37.38486969,126.8558478
2020-10-23,15:09:45,gps,device0,37.38486969,126.8558478
2020-10-23,15:09:46,gps,device0,37.38486969,126.8558478
2020-10-23,15:09:47,gps,device0,37.38486969,126.8558478
2020-10-23,15:09:48,gps,device0,37.38486969,126.8558478
2020-10-23,15:09:49,gps,device0,37.38486969,126.8558478
2020-10-23,15:09:50,gps,device0,37.38486969,126.8558478
2020-10-23,15:09:51,gps,device0,37.38486969,126.8558478
2020-10-23,15:09:52,gps,device0,37.38486969,126.8558478
2020-10-23,15:09:53,gps,device0,37.38486969,126.8558478
2020-10-23,15:09:54,gps,device0,37.38486969,126.8558478
2020-10-23,15:09:55,gps,device0,37.38486969,126.8558478
2020-10-23,15:09:56,gps,device0,37.38486969,126.8558478
2020-10-23,15:09:57,gps,device0,37.38486969,126.8558478
2020-10-23,15:09:58,gps,device0,37.38486969,126.8558478
2020-10-23,15:09:59,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:00,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:01,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:02,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:03,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:04,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:05,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:06,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:07,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:08,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:09,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:10,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:11,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:12,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:13,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:14,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:15,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:16,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:17,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:18,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:19,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:20,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:21,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:22,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:23,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:24,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:25,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:26,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:27,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:28,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:29,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:30,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:31,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:32,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:33,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:34,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:35,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:36,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:37,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:38,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:39,gps,device0,37.38486969,126.8558478
2020-10-23,15:10:40,gps,device0,37.38486969,126.8558478
