date,time,provider,device_name,latitude,longtitude
2020-10-23,03:09:51,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:09:52,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:09:53,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:09:54,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:09:55,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:09:56,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:09:57,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:09:58,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:09:59,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:00,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:01,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:02,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:03,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:04,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:05,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:06,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:07,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:08,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:09,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:10,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:11,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:12,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:13,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:14,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:15,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:16,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:17,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:18,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:19,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:20,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:21,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:22,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:23,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:24,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:25,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:26,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:27,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:28,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:29,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:30,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:31,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:32,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:33,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:34,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:35,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:36,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:37,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:38,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:39,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:40,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:41,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:42,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:43,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:44,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:45,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:46,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:47,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:48,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:49,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:50,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:51,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:52,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:53,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:54,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:55,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:56,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:57,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:58,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:10:59,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:00,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:01,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:02,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:03,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:04,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:05,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:06,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:07,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:08,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:09,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:10,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:11,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:12,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:13,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:14,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:15,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:16,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:17,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:18,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:19,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:20,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:21,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:22,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:23,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:24,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:25,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:26,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:27,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:28,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:29,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:30,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:31,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:32,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:33,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:34,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:35,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:36,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:37,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:38,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:39,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:40,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:41,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:42,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:43,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:44,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:45,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:46,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:47,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:48,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:49,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:50,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:51,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:52,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:53,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:54,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:55,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:56,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:57,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:58,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:11:59,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:00,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:01,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:02,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:03,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:04,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:05,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:06,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:07,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:08,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:09,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:10,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:11,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:12,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:13,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:14,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:15,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:16,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:17,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:18,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:19,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:20,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:21,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:22,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:23,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:24,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:25,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:26,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:27,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:28,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:29,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:30,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:31,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:32,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:33,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:34,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:35,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:36,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:37,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:38,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:39,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:40,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:41,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:42,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:43,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:44,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:45,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:46,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:47,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:48,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:49,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:50,gps,device0,37.3848696870741,126.85584777448484
2020-10-23,03:12:51,gps,device0,37.384786408727436,126.85589263960684
2020-10-23,03:12:52,gps,device0,37.384786408727436,126.85589263960684
2020-10-23,03:12:53,gps,device0,37.384786408727436,126.85589263960684
2020-10-23,03:12:54,gps,device0,37.384786408727436,126.85589263960684
2020-10-23,03:12:55,gps,device0,37.384786408727436,126.85589263960684
2020-10-23,03:12:56,gps,device0,37.384696750433136,126.85592639819104
2020-10-23,03:12:57,gps,device0,37.384696750433136,126.85592639819104
2020-10-23,03:12:58,gps,device0,37.384696750433136,126.85592639819104
2020-10-23,03:12:59,gps,device0,37.384696750433136,126.85592639819104
2020-10-23,03:13:00,gps,device0,37.384696750433136,126.85592639819104
2020-10-23,03:13:01,gps,device0,37.384696750433136,126.85592639819104
2020-10-23,03:13:02,gps,device0,37.38459411327671,126.85593430596151
2020-10-23,03:13:03,gps,device0,37.38459411327671,126.85593430596151
2020-10-23,03:13:04,gps,device0,37.38459411327671,126.85593430596151
2020-10-23,03:13:05,gps,device0,37.38459411327671,126.85593430596151
2020-10-23,03:13:06,gps,device0,37.384483584822824,126.8559542745627
2020-10-23,03:13:07,gps,device0,37.384483584822824,126.8559542745627
2020-10-23,03:13:11,gps,device0,37.38419959481607,126.85603457067526
2020-10-23,03:13:15,gps,device0,37.38395618988894,126.85600659141001
2020-10-23,03:13:16,gps,device0,37.38621558015957,126.85522117394079
2020-10-23,03:13:17,gps,device0,37.386978437716934,126.85496422080429
2020-10-23,03:13:18,gps,device0,37.38747331422364,126.85477162587955
2020-10-23,03:13:19,gps,device0,37.387629804830816,126.85471486965878
2020-10-23,03:13:20,gps,device0,37.387623253149656,126.85471291268117
2020-10-23,03:13:21,gps,device0,37.38783693887631,126.85467635819874
2020-10-23,03:13:22,gps,device0,37.38801744486726,126.85468784645542
2020-10-23,03:13:23,gps,device0,37.38825099666501,126.85465914087379
2020-10-23,03:13:24,gps,device0,37.38866984311481,126.85448700767591
2020-10-23,03:13:25,gps,device0,37.389922671615174,126.85405547699298
2020-10-23,03:13:26,gps,device0,37.390445200207346,126.85385546680935
2020-10-23,03:13:27,gps,device0,37.39071180447507,126.85373948207638
2020-10-23,03:13:28,gps,device0,37.39092978559876,126.85363967114307
2020-10-23,03:13:29,gps,device0,37.39105603244163,126.85357661526749
2020-10-23,03:13:30,gps,device0,37.39117659064361,126.8535071894135
2020-10-23,03:13:31,gps,device0,37.3913133261791,126.85341308991629
2020-10-23,03:13:32,gps,device0,37.39143512643256,126.85332382444885
2020-10-23,03:13:33,gps,device0,37.39155608777839,126.85323014382637
2020-10-23,03:13:34,gps,device0,37.39167346722688,126.85314049993264
2020-10-23,03:13:35,gps,device0,37.391791941839685,126.85304609278843
2020-10-23,03:13:36,gps,device0,37.391925513426244,126.85293641347764
2020-10-23,03:13:37,gps,device0,37.39206058469241,126.85282204640836
2020-10-23,03:13:38,gps,device0,37.39219860960817,126.85269955007782
2020-10-23,03:13:39,gps,device0,37.39233752660473,126.85257298231406
2020-10-23,03:13:40,gps,device0,37.39248202082817,126.85243780514624
2020-10-23,03:13:41,gps,device0,37.39262686763736,126.85229170603216
2020-10-23,03:13:42,gps,device0,37.39276568417976,126.8521476553286
2020-10-23,03:13:43,gps,device0,37.392904424049156,126.85200142075493
2020-10-23,03:13:44,gps,device0,37.393038749500434,126.85185713646992
2020-10-23,03:13:45,gps,device0,37.393172207808725,126.85171121208124
2020-10-23,03:13:46,gps,device0,37.39330373945694,126.85156028156635
2020-10-23,03:13:47,gps,device0,37.39343321312468,126.85141337146672
2020-10-23,03:13:48,gps,device0,37.39356708419053,126.851264865199
2020-10-23,03:13:49,gps,device0,37.393694913260774,126.85111921040816
2020-10-23,03:13:50,gps,device0,37.39382235458353,126.85097492463808
2020-10-23,03:13:51,gps,device0,37.39395237552911,126.8508307724858
2020-10-23,03:13:52,gps,device0,37.394083157295476,126.85068716183191
2020-10-23,03:13:53,gps,device0,37.394217086518275,126.85054028865318
2020-10-23,03:13:54,gps,device0,37.394353926347364,126.85039166330557
2020-10-23,03:13:55,gps,device0,37.394490325606725,126.85024118853146
2020-10-23,03:13:56,gps,device0,37.394619794687415,126.8500974651615
2020-10-23,03:13:57,gps,device0,37.39474704901328,126.8499597408023
2020-10-23,03:13:58,gps,device0,37.394876586515004,126.84981775019905
2020-10-23,03:13:59,gps,device0,37.395008514516405,126.849673575118
2020-10-23,03:14:00,gps,device0,37.39513952535405,126.84953109518723
2020-10-23,03:14:01,gps,device0,37.395270010141104,126.84938851598015
2020-10-23,03:14:02,gps,device0,37.39539818244657,126.84924914971592
2020-10-23,03:14:03,gps,device0,37.39552490712286,126.84911025678413
2020-10-23,03:14:04,gps,device0,37.39565459006397,126.84896707714859
2020-10-23,03:14:05,gps,device0,37.39578417362154,126.84882352778564
2020-10-23,03:14:06,gps,device0,37.39591505840703,126.8486781062768
2020-10-23,03:14:07,gps,device0,37.396050478430325,126.84852783186649
2020-10-23,03:14:08,gps,device0,37.39618339256935,126.848379944585
2020-10-23,03:14:09,gps,device0,37.396314434583246,126.84823531287027
2020-10-23,03:14:10,gps,device0,37.396444298452174,126.84809050196394
2020-10-23,03:14:11,gps,device0,37.39657242070915,126.8479491127378
2020-10-23,03:14:12,gps,device0,37.396700036362034,126.84780745502572
2020-10-23,03:14:13,gps,device0,37.39683017378422,126.84766214654384
2020-10-23,03:14:14,gps,device0,37.39696204400826,126.84751486473087
2020-10-23,03:14:15,gps,device0,37.39709006526807,126.84737307713007
2020-10-23,03:14:16,gps,device0,37.39721944230072,126.84722982645296
2020-10-23,03:14:17,gps,device0,37.3973504178799,126.84708495697416
2020-10-23,03:14:18,gps,device0,37.39747749767986,126.846946160674
2020-10-23,03:14:19,gps,device0,37.397605746858474,126.84680591734222
2020-10-23,03:14:20,gps,device0,37.39773638639581,126.84666258918706
2020-10-23,03:14:21,gps,device0,37.397865427736576,126.84652147167131
2020-10-23,03:14:22,gps,device0,37.39799739477207,126.84637742717173
2020-10-23,03:14:23,gps,device0,37.398133330225676,126.84622882486595
2020-10-23,03:14:24,gps,device0,37.398270508871576,126.84607871112543
2020-10-23,03:14:25,gps,device0,37.398413091393415,126.84592120406744
2020-10-23,03:14:26,gps,device0,37.398559119886855,126.84575863927105
2020-10-23,03:14:27,gps,device0,37.398710007632495,126.8455912134526
2020-10-23,03:14:28,gps,device0,37.398863235169934,126.84542130503814
2020-10-23,03:14:29,gps,device0,37.39902233932968,126.84524470310059
2020-10-23,03:14:30,gps,device0,37.39918848021707,126.84505991135491
2020-10-23,03:14:31,gps,device0,37.39935902351418,126.84487027571156
2020-10-23,03:14:32,gps,device0,37.39953088473389,126.84467894949744
2020-10-23,03:14:33,gps,device0,37.39970786223038,126.84448201707757
2020-10-23,03:14:34,gps,device0,37.399891490696135,126.84427777264509
2020-10-23,03:14:35,gps,device0,37.40007373854787,126.84407569218142
2020-10-23,03:14:36,gps,device0,37.400251700266104,126.84387827810184
2020-10-23,03:14:37,gps,device0,37.40042694398536,126.84368474089683
2020-10-23,03:14:38,gps,device0,37.400599726504545,126.84349388797906
2020-10-23,03:14:39,gps,device0,37.40076902470499,126.84330723195878
2020-10-23,03:14:40,gps,device0,37.40093602461018,126.8431216262175
2020-10-23,03:14:41,gps,device0,37.401098019091776,126.8429418119476
2020-10-23,03:14:42,gps,device0,37.4012620654315,126.84275962142874
2020-10-23,03:14:43,gps,device0,37.40142471114064,126.84257977322409
2020-10-23,03:14:44,gps,device0,37.40158154449894,126.8424078991452
2020-10-23,03:14:45,gps,device0,37.40173457081361,126.84224045226028
2020-10-23,03:14:46,gps,device0,37.40188554088984,126.84207502365976
2020-10-23,03:14:47,gps,device0,37.40203582162757,126.84190768084656
2020-10-23,03:14:48,gps,device0,37.40218440493617,126.8417469889127
2020-10-23,03:14:49,gps,device0,37.40232950220343,126.84158672188649
2020-10-23,03:14:50,gps,device0,37.40246653652435,126.84143612987828
2020-10-23,03:14:51,gps,device0,37.40260147824242,126.84128934843584
2020-10-23,03:14:52,gps,device0,37.40273233657104,126.84114719342058
2020-10-23,03:14:53,gps,device0,37.402860046253494,126.84100716881129
2020-10-23,03:14:54,gps,device0,37.40298202703939,126.84087179619276
2020-10-23,03:14:55,gps,device0,37.40310360696291,126.8407404831133
2020-10-23,03:14:55,gps,device0,37.40323135798914,126.84060345269819
2020-10-23,03:14:56,gps,device0,37.40333232805054,126.84049436840552
2020-10-23,03:14:57,gps,device0,37.40342506535988,126.840394095994
2020-10-23,03:14:58,gps,device0,37.403513998220774,126.8402977361656
2020-10-23,03:14:59,gps,device0,37.403607950818895,126.84019561823763
2020-10-23,03:15:00,gps,device0,37.40370344274726,126.84008989596676
2020-10-23,03:15:01,gps,device0,37.403802742534296,126.83997924649924
2020-10-23,03:15:02,gps,device0,37.403910415425074,126.83985776234695
2020-10-23,03:15:03,gps,device0,37.40401072220647,126.83974375514921
2020-10-23,03:15:04,gps,device0,37.40411126772917,126.8396264368666
2020-10-23,03:15:05,gps,device0,37.40420750516552,126.83951407842596
2020-10-23,03:15:06,gps,device0,37.40430426237957,126.83940860204788
2020-10-23,03:15:07,gps,device0,37.404403563997576,126.83930012048701
2020-10-23,03:15:08,gps,device0,37.404505487101744,126.8391903464498
2020-10-23,03:15:09,gps,device0,37.40460592878011,126.83908068440205
2020-10-23,03:15:10,gps,device0,37.4047054379034,126.83897218869673
2020-10-23,03:15:11,gps,device0,37.40479642931693,126.83887157173142
2020-10-23,03:15:12,gps,device0,37.40488904610032,126.83876957195622
2020-10-23,03:15:13,gps,device0,37.40498867882211,126.83865989804316
2020-10-23,03:15:14,gps,device0,37.405095307701295,126.8385412546384
2020-10-23,03:15:15,gps,device0,37.40520784131515,126.8384140758533
2020-10-23,03:15:16,gps,device0,37.40531241242356,126.8382950240814
2020-10-23,03:15:17,gps,device0,37.40542250890473,126.83816891514526
2020-10-23,03:15:18,gps,device0,37.405526372130204,126.83804717400685
2020-10-23,03:15:19,gps,device0,37.405637377242726,126.83792209485394
2020-10-23,03:15:20,gps,device0,37.405752070884056,126.83779222993783
2020-10-23,03:15:21,gps,device0,37.40586949685279,126.83765945649266
2020-10-23,03:15:22,gps,device0,37.40599175742052,126.83752217357537
2020-10-23,03:15:23,gps,device0,37.4061151131977,126.83738422783254
2020-10-23,03:15:24,gps,device0,37.40623715972745,126.8372458530262
2020-10-23,03:15:25,gps,device0,37.40636030330691,126.83710848960762
2020-10-23,03:15:26,gps,device0,37.40648920352113,126.83696904806534
2020-10-23,03:15:27,gps,device0,37.40661761648798,126.83682958483686
2020-10-23,03:15:28,gps,device0,37.40674389674028,126.8366913088713
2020-10-23,03:15:29,gps,device0,37.40687058119871,126.83655134688576
2020-10-23,03:15:30,gps,device0,37.40699602491687,126.83641347294814
2020-10-23,03:15:31,gps,device0,37.40712534848159,126.83627129583547
2020-10-23,03:15:32,gps,device0,37.407253484244926,126.8361310827398
2020-10-23,03:15:33,gps,device0,37.40738145834808,126.83599176499163
2020-10-23,03:15:34,gps,device0,37.407508351938034,126.83585222689159
2020-10-23,03:15:35,gps,device0,37.40762907770461,126.83571405004444
2020-10-23,03:15:36,gps,device0,37.4077541409201,126.83557053205894
2020-10-23,03:15:37,gps,device0,37.407874349746756,126.83543448758944
2020-10-23,03:15:38,gps,device0,37.40799250059523,126.83530176320721
2020-10-23,03:15:39,gps,device0,37.40811265661584,126.83517096013162
2020-10-23,03:15:40,gps,device0,37.40823481048688,126.835038122835
2020-10-23,03:15:41,gps,device0,37.408355128950184,126.83490720874121
2020-10-23,03:15:42,gps,device0,37.408475944896864,126.83477394570944
2020-10-23,03:15:43,gps,device0,37.4085935632654,126.83464419215194
2020-10-23,03:15:44,gps,device0,37.408708808893024,126.83451753908855
2020-10-23,03:15:45,gps,device0,37.408826724827925,126.83439111060754
2020-10-23,03:15:46,gps,device0,37.408943759693024,126.83426605706696
2020-10-23,03:15:47,gps,device0,37.409065047407815,126.83413781952078
2020-10-23,03:15:48,gps,device0,37.409191206498775,126.83400853196999
2020-10-23,03:15:49,gps,device0,37.409321238996384,126.8338782483647
2020-10-23,03:15:50,gps,device0,37.4094589986441,126.83374315921678
2020-10-23,03:15:51,gps,device0,37.409599104464405,126.83361108371328
2020-10-23,03:15:52,gps,device0,37.40974551051379,126.83347919166674
