,rtime,lkas,ldws,distance,speed,latitude,longtitude
1349,2020-11-07 14:05:57,1,1,26.49,103,37.10017762,127.11884939999999
1350,2020-11-07 14:05:58,1,1,30.0,105,37.09994817,127.11895530000001
1351,2020-11-07 14:05:59,1,1,28.34,106,37.09972234,127.1190614
1352,2020-11-07 14:06:00,1,1,48.43,107,37.09949231,127.11916809999998
1353,2020-11-07 14:06:01,1,1,41.91,109,37.09926517,127.11928359999999
1354,2020-11-07 14:06:02,1,1,46.38,109,37.09903415,127.1194064
1355,2020-11-07 14:06:03,1,1,42.74,111,37.09880901,127.11952439999999
1356,2020-11-07 14:06:04,1,1,41.12,112,37.09858839,127.1196364
1357,2020-11-07 14:06:05,1,1,44.49,114,37.09835804,127.1197531
1358,2020-11-07 14:06:06,1,1,36.87,114,37.09812654,127.1198706
1359,2020-11-07 14:06:07,1,1,34.47,113,37.09788293,127.11998799999999
1360,2020-11-07 14:06:08,1,1,31.85,112,37.09763819,127.1201078
1361,2020-11-07 14:06:09,1,1,31.37,111,37.09738664,127.12023319999999
1362,2020-11-07 14:06:10,1,1,30.0,109,37.09713832,127.1203436
1363,2020-11-07 14:06:11,1,1,27.96,108,37.09688306,127.1204619
1364,2020-11-07 14:06:12,1,1,24.54,106,37.09662151,127.1205883
1365,2020-11-07 14:06:13,1,1,23.38,105,37.09634474,127.12071029999998
1366,2020-11-07 14:06:14,1,1,23.38,103,37.09581359,127.12089399999999
1367,2020-11-07 14:06:15,1,1,21.33,101,37.09557382,127.121004
1368,2020-11-07 14:06:16,1,1,20.87,100,37.09556254,127.12104790000001
1369,2020-11-07 14:06:17,1,1,20.87,100,37.09531921,127.1211278
1370,2020-11-07 14:06:18,1,1,21.1,99,37.09507299,127.1212114
1371,2020-11-07 14:06:19,1,1,21.82,99,37.0948367,127.12131550000001
1372,2020-11-07 14:06:20,1,1,23.38,99,37.09460136,127.1214159
1373,2020-11-07 14:06:21,1,1,21.33,99,37.09436284,127.1215262
1374,2020-11-07 14:06:22,1,1,21.82,99,37.09412389,127.12165470000001
1375,2020-11-07 14:06:23,1,1,21.82,99,37.09388301,127.1217673
1376,2020-11-07 14:06:24,1,1,23.38,99,37.09364522,127.1218591
1377,2020-11-07 14:06:25,1,1,23.66,99,37.09341113,127.12195449999999
1378,2020-11-07 14:06:26,1,1,26.49,100,37.09313453,127.1220557
1379,2020-11-07 14:06:27,1,1,25.49,100,37.09287766,127.1221684
1380,2020-11-07 14:06:28,1,1,26.15,101,37.09263272,127.122285
1381,2020-11-07 14:06:29,1,1,25.16,102,37.09240065,127.1223929
1382,2020-11-07 14:06:30,1,1,24.85,102,37.09215903,127.12250630000001
1383,2020-11-07 14:06:31,1,1,25.81,102,37.09190635,127.1226304
1384,2020-11-07 14:06:32,1,1,25.49,103,37.0916646,127.1227503
1385,2020-11-07 14:06:33,1,1,29.15,103,37.09141922,127.122869
1386,2020-11-07 14:06:34,1,1,25.81,103,37.091175899999996,127.1229852
1387,2020-11-07 14:06:35,1,1,26.49,104,37.09093635,127.1231044
1388,2020-11-07 14:06:36,1,1,27.21,104,37.09069924,127.12321909999999
1389,2020-11-07 14:06:37,1,1,24.54,103,37.09046061,127.1233337
1390,2020-11-07 14:06:38,1,1,21.82,101,37.09022836,127.1234432
1391,2020-11-07 14:06:39,1,1,19.58,97,37.08999375,127.1235521
1392,2020-11-07 14:06:40,1,1,18.25,93,37.08976103,127.1236574
1393,2020-11-07 14:06:41,1,1,18.07,89,37.08952455,127.12375870000001
1394,2020-11-07 14:06:42,1,1,18.25,87,37.08928873,127.1238615
1395,2020-11-07 14:06:43,1,1,18.07,85,37.08906936,127.12395790000001
1396,2020-11-07 14:06:44,1,1,18.8,85,37.08886627,127.124045
1397,2020-11-07 14:06:45,1,1,18.43,85,37.08866916,127.12413159999998
1398,2020-11-07 14:06:46,1,1,19.79,86,37.08845846,127.12422360000001
1399,2020-11-07 14:06:47,1,1,18.8,86,37.08828401,127.12429850000001
1400,2020-11-07 14:06:48,1,1,20.21,86,37.08808216,127.1243932
1401,2020-11-07 14:06:48,1,1,20.21,86,37.08808216,127.1243932
1402,2020-11-07 14:06:49,1,1,20.65,86,37.08788474,127.1244835
1403,2020-11-07 14:06:50,1,1,19.79,86,37.0876982,127.1245682
1404,2020-11-07 14:06:51,1,1,20.0,86,37.08750782,127.12465549999999
1405,2020-11-07 14:06:52,1,1,20.65,86,37.08730878,127.1247443
1406,2020-11-07 14:06:53,1,1,21.1,87,37.08710825,127.1248334
1407,2020-11-07 14:06:54,1,1,20.21,86,37.08690134,127.124924
1408,2020-11-07 14:06:55,1,1,19.58,86,37.08668632,127.1250163
1409,2020-11-07 14:06:56,1,1,17.55,85,37.08647883,127.1251082
1410,2020-11-07 14:06:57,1,1,18.25,84,37.08626732,127.12520159999998
1411,2020-11-07 14:06:58,1,1,17.72,84,37.0860566,127.12529620000001
1412,2020-11-07 14:06:59,1,1,18.07,83,37.08586055,127.12538700000002
1413,2020-11-07 14:07:00,1,1,18.61,83,37.08565916,127.12548090000001
1414,2020-11-07 14:07:01,1,1,18.61,83,37.08544115,127.1255798
1415,2020-11-07 14:07:02,1,1,18.25,83,37.08532245,127.1256445
1416,2020-11-07 14:07:03,1,1,17.55,83,37.0851369,127.12573640000001
1417,2020-11-07 14:07:04,1,1,19.18,82,37.0849354,127.1258328
1418,2020-11-07 14:07:05,1,1,19.79,82,37.08472648,127.1259297
1419,2020-11-07 14:07:06,1,1,19.18,82,37.08452943,127.1260189
1420,2020-11-07 14:07:07,1,1,20.42,83,37.0843485,127.1261013
1421,2020-11-07 14:07:08,1,1,20.21,83,37.08418152,127.12617990000001
1422,2020-11-07 14:07:09,1,1,20.42,84,37.08400061,127.12626270000001
1423,2020-11-07 14:07:10,1,1,20.87,85,37.08380721,127.12634540000002
1424,2020-11-07 14:07:11,1,1,23.66,86,37.08362897,127.12642509999999
1425,2020-11-07 14:07:12,1,1,30.45,87,37.08345823,127.1265038
1426,2020-11-07 14:07:13,1,1,24.54,88,37.08327802,127.12658950000001
1427,2020-11-07 14:07:14,1,1,24.24,89,37.08309083,127.1266785
1428,2020-11-07 14:07:15,1,1,24.85,89,37.08289987,127.12676509999999
1429,2020-11-07 14:07:16,1,1,21.82,89,37.08270587,127.12685049999999
1430,2020-11-07 14:07:17,1,1,21.57,88,37.08250523,127.1269409
1431,2020-11-07 14:07:18,1,1,20.87,87,37.08231967,127.1270254
1432,2020-11-07 14:07:19,1,1,20.87,87,37.08213936,127.1271056
1433,2020-11-07 14:07:20,1,1,19.79,86,37.08195125,127.12718419999999
1434,2020-11-07 14:07:21,1,1,21.57,86,37.08175457,127.1272702
1435,2020-11-07 14:07:22,1,1,20.87,86,37.08155868,127.12735890000002
1436,2020-11-07 14:07:23,1,1,21.33,87,37.08136723,127.12744409999999
1437,2020-11-07 14:07:24,1,1,21.82,87,37.081167799999996,127.12753529999999
1438,2020-11-07 14:07:25,1,1,24.54,89,37.08096237,127.12762920000002
1439,2020-11-07 14:07:26,1,1,23.11,90,37.08076048,127.12772
1440,2020-11-07 14:07:27,1,1,23.11,91,37.08055363,127.12781340000001
1441,2020-11-07 14:07:28,1,1,24.54,91,37.08034773,127.12790859999998
1442,2020-11-07 14:07:29,1,1,26.49,92,37.08013563,127.12800130000001
1443,2020-11-07 14:07:30,1,1,26.49,94,37.07992255,127.128096
1444,2020-11-07 14:07:31,1,1,26.49,95,37.07970462,127.12819089999999
1445,2020-11-07 14:07:32,1,1,27.21,97,37.07948165,127.12829209999998
1446,2020-11-07 14:07:33,1,1,27.21,98,37.07925452,127.12839720000001
1447,2020-11-07 14:07:34,1,1,27.96,99,37.0790229,127.1284822
1448,2020-11-07 14:07:35,1,1,53.08,100,37.07879061,127.1285903
1449,2020-11-07 14:07:36,1,1,28.34,101,37.07855562,127.12870530000001
1450,2020-11-07 14:07:38,1,1,28.34,103,37.07808322,127.1289509
1451,2020-11-07 14:07:39,1,1,28.34,104,37.0778472,127.12908279999999
1452,2020-11-07 14:07:40,1,1,28.74,105,37.07761216,127.1292179
1453,2020-11-07 14:07:41,1,1,27.21,105,37.0773747,127.1293553
1454,2020-11-07 14:07:42,1,1,40.35,105,37.07713187,127.1294977
1455,2020-11-07 14:07:43,1,1,40.35,106,37.07678321,127.1298101
1456,2020-11-07 14:07:44,1,1,26.15,106,37.07653491,127.1299506
1457,2020-11-07 14:07:45,1,1,27.58,106,37.07643849,127.13011499999999
1458,2020-11-07 14:07:46,1,1,26.49,106,37.07621467,127.13006920000001
1459,2020-11-07 14:07:47,1,1,35.63,105,37.07598263,127.1302213
1460,2020-11-07 14:07:48,1,1,24.54,105,37.07575398,127.1303743
1461,2020-11-07 14:07:49,1,1,24.24,105,37.07553609,127.13066440000001
1462,2020-11-07 14:07:50,1,1,25.16,105,37.07532543,127.1307923
1463,2020-11-07 14:07:51,1,1,23.66,105,37.07509262,127.1309757
1464,2020-11-07 14:07:52,1,1,24.54,104,37.07486438,127.13115149999999
1465,2020-11-07 14:07:53,1,1,21.82,104,37.074636299999995,127.1313246
1466,2020-11-07 14:07:54,1,1,22.06,104,37.07440924,127.1315033
1467,2020-11-07 14:07:55,1,1,23.66,104,37.07418711,127.1316783
1468,2020-11-07 14:07:56,1,1,41.12,104,37.07394066,127.1318591
1469,2020-11-07 14:07:57,1,1,25.49,104,37.07371271,127.13203680000001
1470,2020-11-07 14:07:58,1,1,26.49,104,37.07349354,127.13221270000001
1471,2020-11-07 14:07:59,1,1,23.95,104,37.073281099999996,127.1323822
1472,2020-11-07 14:08:00,1,1,25.16,104,37.07307437,127.13254109999998
1473,2020-11-07 14:08:01,1,1,26.85,105,37.07286624,127.1327025
1474,2020-11-07 14:08:02,1,1,25.16,104,37.07265510000001,127.13286629999999
1475,2020-11-07 14:08:03,1,1,23.11,102,37.0724421,127.1330137
1476,2020-11-07 14:08:04,1,1,20.42,99,37.07222297,127.13315859999999
1477,2020-11-07 14:08:05,1,1,20.21,95,37.07200623,127.13331219999999
1478,2020-11-07 14:08:06,1,1,18.61,91,37.07179886,127.1334596
1479,2020-11-07 14:08:07,1,1,18.99,88,37.07160965,127.1335922
1480,2020-11-07 14:08:08,1,1,17.89,86,37.07141133,127.1337274
1481,2020-11-07 14:08:09,1,1,18.25,85,37.07121388,127.1338545
1482,2020-11-07 14:08:10,1,1,18.25,84,37.07102262,127.1339699
1483,2020-11-07 14:08:11,1,1,18.61,84,37.07083348,127.1340861
1484,2020-11-07 14:08:12,1,1,19.79,84,37.07063271,127.1342029
1485,2020-11-07 14:08:13,1,1,21.1,85,37.07043725,127.1343147
1486,2020-11-07 14:08:14,1,1,20.42,85,37.0702391,127.1344044
1487,2020-11-07 14:08:15,1,1,20.65,86,37.07003383,127.1344968
1488,2020-11-07 14:08:16,1,1,20.87,86,37.06981801,127.13458670000001
1489,2020-11-07 14:08:18,1,1,22.84,87,37.06939642,127.13476409999998
1490,2020-11-07 14:08:19,1,1,23.11,88,37.06917258,127.1345068
1491,2020-11-07 14:08:20,1,1,23.38,88,37.06894306,127.1349351
1492,2020-11-07 14:08:21,1,1,23.95,89,37.06874351,127.1350018
1493,2020-11-07 14:08:22,1,1,23.95,89,37.0685419,127.13468290000002
1494,2020-11-07 14:08:23,1,1,23.38,90,37.06831727,127.13472479999999
1495,2020-11-07 14:08:24,1,1,25.49,91,37.06813732,127.13517379999999
1496,2020-11-07 14:08:25,1,1,25.16,91,37.06795768,127.13519779999999
1497,2020-11-07 14:08:26,1,1,24.24,92,37.06777889,127.1352247
1498,2020-11-07 14:08:27,1,1,24.24,93,37.06757276,127.1352318
1499,2020-11-07 14:08:28,1,1,24.24,93,37.06729468,127.1351842
1500,2020-11-07 14:08:28,1,1,24.24,93,37.06729468,127.1351842
1501,2020-11-07 14:08:29,1,1,24.24,93,37.06703782,127.13513959999999
1502,2020-11-07 14:08:30,1,1,23.66,93,37.06677295,127.1351541
1503,2020-11-07 14:08:31,1,1,24.54,94,37.06650843,127.1351591
1504,2020-11-07 14:08:32,1,1,25.16,94,37.06625804,127.1351524
1505,2020-11-07 14:08:33,1,1,23.95,95,37.06599648,127.13509590000001
1506,2020-11-07 14:08:34,1,1,25.16,95,37.06576,127.13512069999999
1507,2020-11-07 14:08:35,1,1,23.95,96,37.06552421,127.13514340000002
1508,2020-11-07 14:08:36,1,1,25.16,96,37.06528163,127.1351632
1509,2020-11-07 14:08:37,1,1,25.16,97,37.06504042,127.13518149999999
1510,2020-11-07 14:08:38,1,1,24.54,98,37.064806,127.1351993
1511,2020-11-07 14:08:40,1,1,25.49,99,37.06432642,127.135246
1512,2020-11-07 14:08:41,1,1,24.85,100,37.06408476,127.1352688
1513,2020-11-07 14:08:42,1,1,25.49,100,37.06384236,127.1352908
1514,2020-11-07 14:08:43,1,1,25.81,101,37.06359737,127.13531280000001
1515,2020-11-07 14:08:44,1,1,25.49,101,37.06335785,127.13533319999999
1516,2020-11-07 14:08:45,1,1,24.85,101,37.06345811,127.1350792
1517,2020-11-07 14:08:46,1,1,25.16,102,37.06323267,127.1350868
1518,2020-11-07 14:08:47,1,1,25.16,102,37.06295703,127.13508459999998
1519,2020-11-07 14:08:48,1,1,24.85,102,37.06271676,127.1350971
1520,2020-11-07 14:08:49,1,1,25.49,102,37.06244974,127.1351139
1521,2020-11-07 14:08:50,1,1,24.85,102,37.06220078,127.1351327
1522,2020-11-07 14:08:51,1,1,24.85,102,37.06192873,127.13517649999999
1523,2020-11-07 14:08:52,1,1,25.49,102,37.06166619,127.13521029999998
1524,2020-11-07 14:08:53,1,1,24.24,102,37.06140578,127.135249
1525,2020-11-07 14:08:54,1,1,24.85,102,37.06114832,127.1352903
1526,2020-11-07 14:08:55,1,1,61.89,102,37.06089882,127.1353233
1527,2020-11-07 14:08:56,1,1,22.84,102,37.06064753,127.135369
1528,2020-11-07 14:08:57,1,1,22.57,101,37.06039666,127.13541219999999
1529,2020-11-07 14:08:58,1,1,60.24,101,37.0601549,127.1354355
1530,2020-11-07 14:08:59,1,1,23.38,99,37.05991717,127.13545690000001
1531,2020-11-07 14:09:00,1,1,21.57,98,37.0596768,127.13547050000001
1532,2020-11-07 14:09:01,1,1,20.0,97,37.05943834,127.13547949999999
1533,2020-11-07 14:09:02,1,1,26.85,95,37.05919075,127.13550179999999
1534,2020-11-07 14:09:03,1,1,20.65,93,37.05894547,127.13552479999998
1535,2020-11-07 14:09:04,1,1,24.85,93,37.05869949,127.13554690000001
1536,2020-11-07 14:09:05,1,1,20.87,91,37.05845517,127.13556940000001
1537,2020-11-07 14:09:06,1,1,18.8,90,37.05821065,127.1355975
1538,2020-11-07 14:09:07,1,1,19.58,90,37.05797439,127.13562730000001
1539,2020-11-07 14:09:08,1,1,20.0,89,37.05774612,127.1356541
1540,2020-11-07 14:09:09,1,1,21.1,89,37.05752901,127.13567890000002
1541,2020-11-07 14:09:10,1,1,20.65,89,37.05730639,127.13570459999998
1542,2020-11-07 14:09:11,0,1,22.32,90,37.05708548,127.13572490000001
1543,2020-11-07 14:09:12,0,1,22.06,91,37.05686866,127.13574380000001
1544,2020-11-07 14:09:13,0,1,23.66,92,37.05664905,127.1357659
1545,2020-11-07 14:09:14,0,1,61.89,93,37.05643422,127.13578340000001
1546,2020-11-07 14:09:15,0,1,41.12,93,37.05621632,127.1358002
1547,2020-11-07 14:09:17,0,1,6.09,94,37.05577392,127.1358331
1548,2020-11-07 14:09:18,0,1,6.92,94,37.05554766,127.1358517
1549,2020-11-07 14:09:19,0,1,7.57,93,37.05531637,127.13586310000001
1550,2020-11-07 14:09:20,0,1,13.74,92,37.05508794,127.1358747
1551,2020-11-07 14:09:21,0,1,16.9,92,37.05485965,127.1358882
1552,2020-11-07 14:09:22,0,1,21.57,92,37.05463074,127.1359021
1553,2020-11-07 14:09:25,1,1,36.24,99,37.05394052,127.1359483
1554,2020-11-07 14:09:26,1,1,33.91,102,37.05370097,127.13596470000002
1555,2020-11-07 14:09:27,1,1,36.87,106,37.05345686,127.13597890000001
1556,2020-11-07 14:09:28,1,1,40.35,109,37.05320560000001,127.13599380000001
1557,2020-11-07 14:09:34,1,1,95.51,104,37.05150704,127.13614299999999
1558,2020-11-07 14:09:35,1,1,41.12,101,37.05121052,127.13618319999999
1559,2020-11-07 14:09:36,1,1,38.19,98,37.05095472,127.1362101
1560,2020-11-07 14:09:37,1,1,48.43,94,37.05069679,127.13623770000001
1561,2020-11-07 14:09:38,1,1,50.65,90,37.05046132,127.13626740000001
1562,2020-11-07 14:09:39,0,1,51.84,87,37.05023195,127.13629540000001
1563,2020-11-07 14:09:41,0,1,63.64,83,37.04979724,127.13635690000001
1564,2020-11-07 14:09:42,0,1,76.49,82,37.04959306,127.13639009999999
1565,2020-11-07 14:09:43,0,1,81.96,81,37.04941452,127.1364169
1566,2020-11-07 14:09:44,0,1,88.23,80,37.04924668,127.1364534
1567,2020-11-07 14:09:45,0,1,84.98,80,37.04902794,127.13636499999998
1568,2020-11-07 14:09:46,0,1,95.51,80,37.04887444,127.1363924
1569,2020-11-07 14:09:54,1,1,76.49,80,37.04740377,127.1365023
1570,2020-11-07 14:09:55,1,1,74.02,80,37.04721294,127.13652090000001
1571,2020-11-07 14:09:56,1,1,69.5,80,37.04702406,127.13654009999999
1572,2020-11-07 14:09:57,0,1,61.89,80,37.0468542,127.13656200000001
1573,2020-11-07 14:10:04,1,1,99.6,80,37.04546656,127.13667
1574,2020-11-07 14:10:05,1,1,91.73,81,37.04527561,127.13669309999999
1575,2020-11-07 14:11:25,1,1,65.49,111,37.03590911,127.14582250000001
1576,2020-11-07 14:11:26,0,1,57.16,109,37.03595659,127.1459638
1577,2020-11-07 14:11:27,0,1,69.5,108,37.03601203,127.1461076
1578,2020-11-07 14:11:28,0,1,63.64,107,37.03612846,127.1464047
1579,2020-11-07 14:11:29,0,1,58.66,107,37.03622612,127.14665249999999
1580,2020-11-07 14:11:30,0,1,74.02,108,37.03631625,127.1468994
1581,2020-11-07 14:11:32,1,1,32.34,107,37.03650056,127.1478791
1582,2020-11-07 14:11:33,0,1,35.04,103,37.03655767,127.1481544
1583,2020-11-07 14:11:34,1,1,23.11,99,37.03656793,127.1484121
1584,2020-11-07 14:11:35,1,1,19.58,95,37.03658176,127.14867029999999
1585,2020-11-07 14:11:36,0,1,14.8,91,37.03661102,127.14894869999999
1586,2020-11-07 14:11:37,0,1,10.9,88,37.03660192,127.14919850000001
1587,2020-11-07 14:11:38,0,1,14.08,89,37.03658776,127.14945049999999
1588,2020-11-07 14:11:39,0,1,23.66,88,37.03660277,127.14971580000001
1589,2020-11-07 14:11:40,0,1,31.37,88,37.03663147,127.14998600000001
1590,2020-11-07 14:11:41,1,1,40.35,88,37.03664984,127.1502601
1591,2020-11-07 14:11:42,1,1,50.65,88,37.03664806,127.1505416
1592,2020-11-07 14:11:43,1,1,57.16,89,37.0366819,127.15082520000001
1593,2020-11-07 14:11:44,1,1,63.64,90,37.03668466,127.1510886
1594,2020-11-07 14:11:45,1,1,65.49,91,37.03668575,127.1513446
1595,2020-11-07 14:12:41,1,1,76.49,110,37.02815734,127.16588349999999
1596,2020-11-07 14:12:42,1,1,54.38,110,37.02788688,127.1660263
1597,2020-11-07 14:12:43,1,1,55.74,110,37.02764428,127.16617040000001
1598,2020-11-07 14:12:44,1,1,51.84,110,37.02739843,127.16630649999999
1599,2020-11-07 14:12:45,1,1,61.89,109,37.02714245,127.16644299999999
1600,2020-11-07 14:12:46,1,1,47.38,107,37.02688889,127.16657620000001
1601,2020-11-07 14:12:47,1,1,36.87,105,37.02665348,127.16671389999999
1602,2020-11-07 14:12:48,1,1,51.84,104,37.02642235,127.16684540000001
1603,2020-11-07 14:12:49,1,1,47.38,102,37.02619065,127.16697190000001
1604,2020-11-07 14:12:50,1,1,41.91,101,37.02595983,127.16709469999999
1605,2020-11-07 14:12:51,1,1,41.91,99,37.025724,127.1672053
1606,2020-11-07 14:12:52,1,1,38.19,98,37.02550673,127.16731750000001
1607,2020-11-07 14:12:53,1,1,33.37,97,37.02546210000001,127.16738570000001
1608,2020-11-07 14:13:13,1,1,22.84,91,37.02133599,127.1693997
1609,2020-11-07 14:13:14,1,1,20.42,91,37.02111626,127.16949840000002
1610,2020-11-07 14:13:15,1,1,21.1,91,37.02091866,127.1696024
1611,2020-11-07 14:13:16,1,1,21.1,90,37.02051783,127.16966140000001
1612,2020-11-07 14:13:17,1,1,19.38,90,37.02029639,127.1697602
1613,2020-11-07 14:13:18,1,1,19.18,90,37.02008263,127.1698524
1614,2020-11-07 14:13:19,1,1,18.8,89,37.01987607,127.16995390000001
1615,2020-11-07 14:13:20,1,1,20.21,89,37.01966839,127.17005559999998
1616,2020-11-07 14:13:21,1,1,17.89,89,37.01946263,127.1701529
1617,2020-11-07 14:13:22,1,1,17.39,89,37.01925789,127.1702528
1618,2020-11-07 14:13:23,1,1,18.61,89,37.01905576,127.17036
1619,2020-11-07 14:13:24,1,1,20.21,89,37.01885672,127.17046299999998
1620,2020-11-07 14:13:25,1,1,21.1,89,37.01865842,127.1705679
1621,2020-11-07 14:13:26,1,1,20.65,89,37.01845546,127.1706746
1622,2020-11-07 14:13:27,1,1,22.06,90,37.0182516,127.17078459999999
1623,2020-11-07 14:13:28,1,1,22.57,91,37.01804739,127.1708961
1624,2020-11-07 14:13:29,1,1,23.66,92,37.01784089,127.17100719999999
1625,2020-11-07 14:13:30,1,1,23.66,95,37.01762998,127.17112140000002
1626,2020-11-07 14:13:34,1,1,24.24,102,37.01675258,127.17170130000001
1627,2020-11-07 14:13:35,1,1,26.49,102,37.01653312,127.171872
1628,2020-11-07 14:13:36,1,1,26.85,103,37.01631409,127.1720515
1629,2020-11-07 14:13:37,1,1,26.49,104,37.01609843,127.1722378
1630,2020-11-07 14:13:38,1,1,27.21,105,37.01588174,127.1724351
1631,2020-11-07 14:13:39,1,1,28.74,106,37.01566383,127.1726361
1632,2020-11-07 14:13:40,1,1,25.81,107,37.01544549,127.17283490000001
1633,2020-11-07 14:13:42,1,1,22.57,106,37.01499796,127.17323940000001
1634,2020-11-07 14:13:43,1,1,22.84,104,37.01478492,127.17344469999999
1635,2020-11-07 14:13:44,1,1,23.11,102,37.01458227,127.1736596
1636,2020-11-07 14:13:46,1,1,17.22,95,37.01421998,127.17407879999999
1637,2020-11-07 14:13:47,1,1,16.75,90,37.01406779999999,127.17429409999998
1638,2020-11-07 14:13:49,1,1,14.92,80,37.01377647,127.1747041
1639,2020-11-07 14:13:59,1,1,19.79,74,37.01297004,127.17664380000001
1640,2020-11-07 14:14:00,1,1,17.55,75,37.01293434,127.17685300000001
1641,2020-11-07 14:14:01,1,1,19.58,77,37.01286318,127.17706979999998
1642,2020-11-07 14:14:02,1,1,21.1,78,37.01278506,127.1772723
1643,2020-11-07 14:14:03,1,1,21.33,81,37.01271418,127.1774807
1644,2020-11-07 14:14:04,1,1,21.57,82,37.01261635,127.17768799999999
1645,2020-11-07 14:14:05,1,1,23.66,82,37.0125508,127.1778989
1646,2020-11-07 14:14:06,1,1,22.57,83,37.01247477,127.17810220000001
1647,2020-11-07 14:14:07,1,1,21.1,85,37.01239512,127.1783014
1648,2020-11-07 14:14:08,1,1,22.84,86,37.01230754,127.1785044
1649,2020-11-07 14:14:09,1,1,23.95,87,37.01221795,127.1787281
1650,2020-11-07 14:14:10,1,1,22.57,87,37.01213131,127.17898090000001
1651,2020-11-07 14:14:11,1,1,22.32,88,37.01205043,127.1792439
1652,2020-11-07 14:14:12,1,1,21.57,88,37.01197478,127.17951240000001
1653,2020-11-07 14:14:13,1,1,20.65,88,37.01190253,127.17977920000001
1654,2020-11-07 14:14:14,1,1,19.18,87,37.01183579999999,127.180048
1655,2020-11-07 14:14:15,1,1,18.43,85,37.01178489,127.18030790000002
1656,2020-11-07 14:14:16,1,1,18.25,84,37.01173192,127.18055359999998
1657,2020-11-07 14:14:17,1,1,17.06,83,37.01167755,127.18080490000001
1658,2020-11-07 14:14:18,1,1,17.22,82,37.01161999,127.1810466
1659,2020-11-07 14:14:19,1,1,15.45,81,37.01156595,127.1812963
1660,2020-11-07 14:14:20,1,1,16.0,79,37.01151368,127.18154170000001
1661,2020-11-07 14:14:21,1,1,16.44,78,37.01146347,127.1817735
1662,2020-11-07 14:14:22,1,1,17.06,78,37.01140962,127.182005
1663,2020-11-07 14:14:23,1,1,18.43,79,37.01134861,127.18224709999998
1664,2020-11-07 14:14:24,1,1,19.38,79,37.01128729,127.1824932
1665,2020-11-07 14:14:25,1,1,19.79,81,37.01123223,127.1827392
1666,2020-11-07 14:14:26,1,1,21.33,84,37.01117264,127.1829882
1667,2020-11-07 14:14:27,1,1,22.57,85,37.01110952,127.18323159999998
1668,2020-11-07 14:14:28,1,1,22.06,86,37.01104838,127.1834775
1669,2020-11-07 14:14:29,1,1,22.84,87,37.01098895,127.183729
1670,2020-11-07 14:14:33,1,1,22.32,90,37.0107304,127.1847075
1671,2020-11-07 14:14:34,1,1,23.38,90,37.01065633,127.1849518
1672,2020-11-07 14:14:36,1,1,24.24,92,37.01046958,127.18543249999999
1673,2020-11-07 14:14:37,1,1,24.85,94,37.01035657,127.18567040000002
1674,2020-11-07 14:14:38,1,1,24.54,96,37.01023161,127.1859152
1675,2020-11-07 14:14:39,1,1,25.81,97,37.01010855,127.1861575
1676,2020-11-07 14:14:40,1,1,23.66,97,37.00996376,127.18642759999999
1677,2020-11-07 14:14:41,1,1,24.85,99,37.00982972,127.1866952
1678,2020-11-07 14:14:42,1,1,26.15,99,37.00969684,127.1869744
1679,2020-11-07 14:14:43,1,1,27.21,99,37.0095685,127.1872595
1680,2020-11-07 14:14:44,1,1,23.11,98,37.00943918,127.18752930000001
1681,2020-11-07 14:14:45,1,1,22.84,97,37.00929742,127.18778710000001
1682,2020-11-07 14:14:46,1,1,19.38,95,37.00914436,127.1880395
1683,2020-11-07 14:14:48,1,1,18.25,92,37.00885173,127.18852520000002
1684,2020-11-07 14:14:49,1,1,18.25,92,37.0087073,127.18875600000001
1685,2020-11-07 14:14:50,1,1,18.25,90,37.00856908,127.1889805
1686,2020-11-07 14:14:51,1,1,17.06,87,37.00843351,127.1892015
1687,2020-11-07 14:14:53,1,1,17.72,85,37.00816361,127.18962959999999
1688,2020-11-07 14:14:54,1,1,17.72,85,37.00802921,127.18984240000002
1689,2020-11-07 14:14:55,1,1,9.91,85,37.00789704,127.1900555
1690,2020-11-07 14:14:56,1,1,9.53,85,37.00776257,127.1902489
1691,2020-11-07 14:14:57,1,1,9.78,84,37.007629200000004,127.19044109999999
1692,2020-11-07 14:14:58,1,1,9.98,83,37.00749225,127.1906453
1693,2020-11-07 14:14:59,1,1,10.9,81,37.00735675,127.1908425
1694,2020-11-07 14:15:00,1,1,12.23,80,37.00722583,127.1910369
1695,2020-11-07 14:15:01,1,1,13.85,81,37.00708932,127.19123950000001
1696,2020-11-07 14:15:02,1,1,16.59,83,37.00694617,127.19144150000001
1697,2020-11-07 14:15:03,1,1,17.72,85,37.00680728,127.19164009999999
1698,2020-11-07 14:15:04,1,1,20.42,88,37.0066715,127.1918368
1699,2020-11-07 14:15:06,1,1,24.85,93,37.00640123,127.1922237
1700,2020-11-07 14:15:07,1,1,29.15,95,37.00626042,127.192429
1701,2020-11-07 14:15:08,1,1,26.49,97,37.00612157,127.1926304
1702,2020-11-07 14:15:09,1,1,27.21,100,37.00598141,127.1928348
1703,2020-11-07 14:15:12,1,1,29.15,105,37.00553825,127.19348290000002
1704,2020-11-07 14:15:13,1,1,30.45,106,37.00537411,127.19371770000001
1705,2020-11-07 14:15:15,1,1,27.21,108,37.00503545,127.1941949
1706,2020-11-07 14:15:16,1,1,27.58,109,37.00486388,127.19442360000001
