date,time,distance
2020-11-07,14:22:57,12.51
2020-11-07,14:22:57,12.8
2020-11-07,14:22:57,12.23
2020-11-07,14:22:57,11.7
2020-11-07,14:22:57,11.45
2020-11-07,14:22:57,11.87
2020-11-07,14:22:57,12.23
2020-11-07,14:22:57,11.29
2020-11-07,14:22:58,11.21
2020-11-07,14:22:58,11.29
2020-11-07,14:22:58,11.53
2020-11-07,14:22:58,11.13
2020-11-07,14:22:58,11.13
2020-11-07,14:22:58,10.97
2020-11-07,14:22:58,10.39
2020-11-07,14:22:58,10.32
2020-11-07,14:22:58,9.78
2020-11-07,14:22:58,9.98
2020-11-07,14:22:59,9.72
2020-11-07,14:22:59,9.85
2020-11-07,14:22:59,10.11
2020-11-07,14:22:59,9.78
2020-11-07,14:22:59,9.98
2020-11-07,14:22:59,9.59
2020-11-07,14:22:59,9.41
2020-11-07,14:22:59,9.41
2020-11-07,14:22:59,9.59
2020-11-07,14:22:59,9.72
2020-11-07,14:23:00,9.53
2020-11-07,14:23:00,9.29
2020-11-07,14:23:00,9.12
2020-11-07,14:23:00,8.89
2020-11-07,14:23:00,8.84
2020-11-07,14:23:00,8.84
2020-11-07,14:23:00,9
2020-11-07,14:23:00,9
2020-11-07,14:23:00,8.89
2020-11-07,14:23:00,8.84
2020-11-07,14:23:01,8.73
2020-11-07,14:23:01,8.68
2020-11-07,14:23:01,8.57
2020-11-07,14:23:01,8.68
2020-11-07,14:23:01,8.73
2020-11-07,14:23:01,8.78
2020-11-07,14:23:01,8.68
2020-11-07,14:23:01,9.29
2020-11-07,14:23:01,9.12
2020-11-07,14:23:02,9.06
2020-11-07,14:23:02,9
2020-11-07,14:23:02,9
2020-11-07,14:23:02,8.89
2020-11-07,14:23:02,9.12
2020-11-07,14:23:02,8.89
2020-11-07,14:23:02,8.84
2020-11-07,14:23:02,9.17
2020-11-07,14:23:02,9.17
2020-11-07,14:23:02,9
2020-11-07,14:23:02,9.12
2020-11-07,14:23:03,9.06
2020-11-07,14:23:03,9.29
2020-11-07,14:23:03,9.29
2020-11-07,14:23:03,9.35
2020-11-07,14:23:03,9.29
2020-11-07,14:23:03,8.73
2020-11-07,14:23:03,8.78
2020-11-07,14:23:03,9
2020-11-07,14:23:03,9.06
2020-11-07,14:23:04,9.06
2020-11-07,14:23:04,9.06
2020-11-07,14:23:04,8.89
2020-11-07,14:23:04,9.06
2020-11-07,14:23:04,9
2020-11-07,14:23:04,9.23
2020-11-07,14:23:04,9.23
2020-11-07,14:23:04,9.12
2020-11-07,14:23:04,9.12
2020-11-07,14:23:04,9.06
2020-11-07,14:23:05,9
2020-11-07,14:23:05,9.12
2020-11-07,14:23:05,9.06
2020-11-07,14:23:05,9.35
2020-11-07,14:23:05,9.23
2020-11-07,14:23:05,9.23
2020-11-07,14:23:05,9.12
2020-11-07,14:23:05,9.23
2020-11-07,14:23:05,9.29
2020-11-07,14:23:05,9.17
2020-11-07,14:23:06,9.29
2020-11-07,14:23:06,9.41
2020-11-07,14:23:06,9.47
2020-11-07,14:23:06,9.29
2020-11-07,14:23:06,9.29
2020-11-07,14:23:06,9.47
2020-11-07,14:23:06,9.47
2020-11-07,14:23:06,9.29
2020-11-07,14:23:06,9.47
2020-11-07,14:23:06,9.35
2020-11-07,14:23:06,9.41
2020-11-07,14:23:07,9.72
2020-11-07,14:23:07,9.78
2020-11-07,14:23:07,9.78
2020-11-07,14:23:07,9.66
2020-11-07,14:23:07,9.66
2020-11-07,14:23:07,9.85
2020-11-07,14:23:07,9.91
2020-11-07,14:23:07,9.85
2020-11-07,14:23:07,10.04
2020-11-07,14:23:07,9.72
2020-11-07,14:23:08,9.91
2020-11-07,14:23:08,9.78
2020-11-07,14:23:08,9.66
2020-11-07,14:23:08,9.59
2020-11-07,14:23:08,9.72
2020-11-07,14:23:08,9.72
2020-11-07,14:23:08,9.85
2020-11-07,14:23:08,9.59
2020-11-07,14:23:08,9.66
2020-11-07,14:23:08,9.66
2020-11-07,14:23:09,9.35
2020-11-07,14:23:09,9.23
2020-11-07,14:23:09,9
2020-11-07,14:23:09,8.89
2020-11-07,14:23:09,8.84
2020-11-07,14:23:09,9
2020-11-07,14:23:09,9.12
2020-11-07,14:23:09,9.06
2020-11-07,14:23:09,8.62
2020-11-07,14:23:09,8.37
2020-11-07,14:23:10,8.37
2020-11-07,14:23:10,8.17
2020-11-07,14:23:10,8.32
2020-11-07,14:23:10,7.66
2020-11-07,14:23:10,8.02
2020-11-07,14:23:10,7.66
2020-11-07,14:23:10,6.96
2020-11-07,14:23:10,7.2
2020-11-07,14:23:10,6.66
2020-11-07,14:23:10,6.85
2020-11-07,14:23:11,6.63
2020-11-07,14:23:11,7.2
2020-11-07,14:23:11,nan
2020-11-07,14:23:11,6.22
2020-11-07,14:23:11,nan
2020-11-07,14:23:11,8.27
2020-11-07,14:23:11,8.32
2020-11-07,14:23:11,nan
2020-11-07,14:23:11,nan
2020-11-07,14:23:11,nan
2020-11-07,14:23:12,nan
2020-11-07,14:23:12,nan
2020-11-07,14:23:12,nan
2020-11-07,14:23:12,nan
2020-11-07,14:23:12,5.58
2020-11-07,14:23:12,5.66
2020-11-07,14:23:12,5.66
2020-11-07,14:23:12,5.49
2020-11-07,14:23:12,5.3
2020-11-07,14:23:12,5.3
2020-11-07,14:23:13,5.58
2020-11-07,14:23:13,5.69
2020-11-07,14:23:13,5.69
2020-11-07,14:23:13,5.52
2020-11-07,14:23:13,5.41
2020-11-07,14:23:13,5.17
2020-11-07,14:23:13,5.28
2020-11-07,14:23:13,5.44
2020-11-07,14:23:13,5.69
2020-11-07,14:23:13,5.55
2020-11-07,14:23:14,5.52
2020-11-07,14:23:14,5.17
2020-11-07,14:23:14,5.41
2020-11-07,14:23:14,5.49
2020-11-07,14:23:14,5.55
2020-11-07,14:23:14,5.87
2020-11-07,14:23:14,nan
2020-11-07,14:23:14,17.55
2020-11-07,14:23:14,nan
2020-11-07,14:23:14,nan
2020-11-07,14:23:15,18.25
2020-11-07,14:23:15,5.72
2020-11-07,14:23:15,5.61
2020-11-07,14:23:15,5.78
2020-11-07,14:23:15,5.99
2020-11-07,14:23:15,5.99
2020-11-07,14:23:15,nan
2020-11-07,14:23:15,20
2020-11-07,14:23:15,nan
2020-11-07,14:23:15,nan
2020-11-07,14:23:16,nan
2020-11-07,14:23:16,nan
2020-11-07,14:23:16,nan
2020-11-07,14:23:16,nan
2020-11-07,14:23:16,nan
2020-11-07,14:23:16,nan
2020-11-07,14:23:16,nan
2020-11-07,14:23:16,nan
2020-11-07,14:23:16,nan
2020-11-07,14:23:16,nan
2020-11-07,14:23:17,nan
2020-11-07,14:23:17,nan
2020-11-07,14:23:17,nan
2020-11-07,14:23:17,8.12
2020-11-07,14:23:17,8.32
2020-11-07,14:23:17,8.78
2020-11-07,14:23:17,nan
2020-11-07,14:23:17,9
2020-11-07,14:23:17,9.17
2020-11-07,14:23:17,8.95
2020-11-07,14:23:18,9.17
2020-11-07,14:23:18,9.47
2020-11-07,14:23:18,9.85
2020-11-07,14:23:18,10.11
2020-11-07,14:23:18,11.29
2020-11-07,14:23:18,11.13
2020-11-07,14:23:18,11.53
2020-11-07,14:23:18,12.32
2020-11-07,14:23:18,12.7
2020-11-07,14:23:19,12.9
2020-11-07,14:23:19,13.2
2020-11-07,14:23:19,13.2
2020-11-07,14:23:19,13.85
2020-11-07,14:23:19,14.43
2020-11-07,14:23:19,14.55
2020-11-07,14:23:19,14.67
2020-11-07,14:23:19,14.43
2020-11-07,14:23:19,14.92
2020-11-07,14:23:19,14.67
2020-11-07,14:23:20,14.92
2020-11-07,14:23:20,15.05
2020-11-07,14:23:20,15.05
2020-11-07,14:23:20,14.8
2020-11-07,14:23:20,14.92
2020-11-07,14:23:20,15.18
2020-11-07,14:23:20,15.45
2020-11-07,14:23:20,15.72
2020-11-07,14:23:20,16
2020-11-07,14:23:20,16
2020-11-07,14:23:21,16.29
2020-11-07,14:23:21,17.06
2020-11-07,14:23:21,17.06
2020-11-07,14:23:21,17.06
2020-11-07,14:23:21,16.9
2020-11-07,14:23:21,17.06
2020-11-07,14:23:21,16.9
2020-11-07,14:23:21,18.07
2020-11-07,14:23:21,18.07
2020-11-07,14:23:21,18.43
2020-11-07,14:23:22,18.8
2020-11-07,14:23:22,18.43
2020-11-07,14:23:22,17.72
2020-11-07,14:23:22,18.25
2020-11-07,14:23:22,18.43
2020-11-07,14:23:22,18.25
2020-11-07,14:23:22,18.43
2020-11-07,14:23:22,19.38
2020-11-07,14:23:22,18.99
2020-11-07,14:23:22,19.18
2020-11-07,14:23:23,18.99
2020-11-07,14:23:23,19.18
2020-11-07,14:23:23,20.21
2020-11-07,14:23:23,20.21
2020-11-07,14:23:23,20
2020-11-07,14:23:23,20.21
2020-11-07,14:23:23,20.21
2020-11-07,14:23:23,20.21
2020-11-07,14:23:23,20.42
2020-11-07,14:23:23,20.65
2020-11-07,14:23:24,20.42
2020-11-07,14:23:24,20.42
2020-11-07,14:23:24,20.21
2020-11-07,14:23:24,20.21
2020-11-07,14:23:24,18.8
2020-11-07,14:23:24,19.58
2020-11-07,14:23:24,20
2020-11-07,14:23:24,nan
2020-11-07,14:23:24,18.8
2020-11-07,14:23:24,20
2020-11-07,14:23:25,19.18
2020-11-07,14:23:25,18.8
2020-11-07,14:23:25,18.43
2020-11-07,14:23:25,19.18
2020-11-07,14:23:25,17.89
2020-11-07,14:23:25,16.9
2020-11-07,14:23:25,16.75
2020-11-07,14:23:25,17.55
2020-11-07,14:23:25,17.39
2020-11-07,14:23:25,17.06
2020-11-07,14:23:26,16.75
2020-11-07,14:23:26,16.75
2020-11-07,14:23:26,17.39
2020-11-07,14:23:26,16.9
2020-11-07,14:23:26,16.9
2020-11-07,14:23:26,21.1
2020-11-07,14:23:26,16.44
2020-11-07,14:23:26,16.9
2020-11-07,14:23:26,17.89
2020-11-07,14:23:26,16.9
2020-11-07,14:23:27,16.44
2020-11-07,14:23:27,16.15
2020-11-07,14:23:27,15.86
2020-11-07,14:23:27,16
2020-11-07,14:23:27,16.29
2020-11-07,14:23:27,15.72
2020-11-07,14:23:27,15.86
2020-11-07,14:23:27,15.86
2020-11-07,14:23:27,15.18
2020-11-07,14:23:27,14.67
2020-11-07,14:23:28,14.31
2020-11-07,14:23:28,14.08
2020-11-07,14:23:28,14.43
2020-11-07,14:23:28,14.43
2020-11-07,14:23:28,14.19
2020-11-07,14:23:28,13.74
2020-11-07,14:23:28,13.74
2020-11-07,14:23:28,13.41
2020-11-07,14:23:28,13.52
2020-11-07,14:23:28,13.63
2020-11-07,14:23:29,13.85
2020-11-07,14:23:29,12.6
2020-11-07,14:23:29,12.51
2020-11-07,14:23:29,12.14
2020-11-07,14:23:29,12.32
2020-11-07,14:23:29,11.96
2020-11-07,14:23:29,12.23
2020-11-07,14:23:29,12.05
2020-11-07,14:23:29,12.32
2020-11-07,14:23:29,11.79
2020-11-07,14:23:30,11.53
2020-11-07,14:23:30,11.13
2020-11-07,14:23:30,11.05
2020-11-07,14:23:30,11.05
2020-11-07,14:23:30,10.6
2020-11-07,14:23:30,10.75
2020-11-07,14:23:30,10.46
2020-11-07,14:23:30,10.18
2020-11-07,14:23:30,9.91
2020-11-07,14:23:30,10.04
2020-11-07,14:23:31,9.91
2020-11-07,14:23:31,9.91
2020-11-07,14:23:31,9.47
2020-11-07,14:23:31,9.53
2020-11-07,14:23:31,9.66
2020-11-07,14:23:31,9.47
2020-11-07,14:23:31,9.41
2020-11-07,14:23:31,9.29
2020-11-07,14:23:31,9.53
2020-11-07,14:23:31,9.85
2020-11-07,14:23:32,9.59
2020-11-07,14:23:32,8.89
2020-11-07,14:23:32,9.41
2020-11-07,14:23:32,9.53
2020-11-07,14:23:32,9.59
2020-11-07,14:23:32,9.72
2020-11-07,14:23:32,9.53
2020-11-07,14:23:32,9.85
2020-11-07,14:23:32,9.72
2020-11-07,14:23:32,9.72
2020-11-07,14:23:33,10.04
2020-11-07,14:23:33,10.04
2020-11-07,14:23:33,10.11
2020-11-07,14:23:33,9.78
2020-11-07,14:23:33,9.78
2020-11-07,14:23:33,10.04
2020-11-07,14:23:33,10.53
2020-11-07,14:23:33,10.46
2020-11-07,14:23:33,10.18
2020-11-07,14:23:33,10.9
2020-11-07,14:23:34,10.97
2020-11-07,14:23:34,11.37
2020-11-07,14:23:34,11.45
2020-11-07,14:23:34,11.45
2020-11-07,14:23:34,11.37
2020-11-07,14:23:34,12.05
2020-11-07,14:23:34,11.79
2020-11-07,14:23:34,12.41
2020-11-07,14:23:34,12.41
2020-11-07,14:23:34,12.7
2020-11-07,14:23:35,12.8
2020-11-07,14:23:35,13.41
2020-11-07,14:23:35,13.63
2020-11-07,14:23:35,14.19
2020-11-07,14:23:35,14.31
2020-11-07,14:23:35,14.19
2020-11-07,14:23:35,15.05
2020-11-07,14:23:35,15.58
2020-11-07,14:23:35,15.05
2020-11-07,14:23:35,16
2020-11-07,14:23:36,15.45
2020-11-07,14:23:36,15.72
2020-11-07,14:23:36,15.58
2020-11-07,14:23:36,15.58
2020-11-07,14:23:36,15.86
2020-11-07,14:23:36,16
2020-11-07,14:23:36,15.72
2020-11-07,14:23:36,16.15
2020-11-07,14:23:36,16.15
2020-11-07,14:23:36,16.15
2020-11-07,14:23:37,16.75
2020-11-07,14:23:37,17.22
2020-11-07,14:23:37,16.9
2020-11-07,14:23:37,17.72
2020-11-07,14:23:37,16.75
2020-11-07,14:23:37,17.89
2020-11-07,14:23:37,17.55
2020-11-07,14:23:37,17.89
2020-11-07,14:23:37,17.22
2020-11-07,14:23:37,17.89
2020-11-07,14:23:38,17.06
2020-11-07,14:23:38,18.61
2020-11-07,14:23:38,18.61
2020-11-07,14:23:38,18.61
2020-11-07,14:23:38,18.25
2020-11-07,14:23:38,18.07
2020-11-07,14:23:38,18.8
2020-11-07,14:23:38,17.55
2020-11-07,14:23:38,18.61
2020-11-07,14:23:38,18.61
2020-11-07,14:23:39,19.18
2020-11-07,14:23:39,18.8
2020-11-07,14:23:39,19.38
2020-11-07,14:23:39,18.99
2020-11-07,14:23:39,18.99
2020-11-07,14:23:39,18.99
2020-11-07,14:23:39,18.61
2020-11-07,14:23:39,18.25
2020-11-07,14:23:39,18.07
2020-11-07,14:23:39,18.25
2020-11-07,14:23:40,18.25
2020-11-07,14:23:40,18.61
2020-11-07,14:23:40,17.72
2020-11-07,14:23:40,18.25
2020-11-07,14:23:40,18.61
2020-11-07,14:23:40,18.61
2020-11-07,14:23:40,18.61
2020-11-07,14:23:40,18.8
2020-11-07,14:23:40,19.38
2020-11-07,14:23:40,19.79
2020-11-07,14:23:41,20
2020-11-07,14:23:41,20.42
2020-11-07,14:23:41,20
2020-11-07,14:23:41,19.38
2020-11-07,14:23:41,20.21
2020-11-07,14:23:41,19.38
2020-11-07,14:23:41,19.79
2020-11-07,14:23:41,19.79
2020-11-07,14:23:41,20.21
2020-11-07,14:23:41,20.42
2020-11-07,14:23:42,20
2020-11-07,14:23:42,19.79
2020-11-07,14:23:42,20.42
2020-11-07,14:23:42,19.79
2020-11-07,14:23:42,20
2020-11-07,14:23:42,19.79
2020-11-07,14:23:42,19.79
2020-11-07,14:23:42,19.38
2020-11-07,14:23:42,19.18
2020-11-07,14:23:42,19.18
2020-11-07,14:23:43,19.18
2020-11-07,14:23:43,19.18
2020-11-07,14:23:43,19.38
2020-11-07,14:23:43,19.79
2020-11-07,14:23:43,19.38
2020-11-07,14:23:43,19.58
2020-11-07,14:23:43,19.58
2020-11-07,14:23:43,20
2020-11-07,14:23:43,19.58
2020-11-07,14:23:43,23.38
2020-11-07,14:23:44,19.38
2020-11-07,14:23:44,19.38
2020-11-07,14:23:44,18.8
2020-11-07,14:23:44,18.8
2020-11-07,14:23:44,19.38
2020-11-07,14:23:44,18.8
2020-11-07,14:23:44,18.8
2020-11-07,14:23:44,18.99
2020-11-07,14:23:44,18.43
2020-11-07,14:23:44,19.38
2020-11-07,14:23:45,19.18
2020-11-07,14:23:45,18.99
2020-11-07,14:23:45,19.38
2020-11-07,14:23:45,18.99
2020-11-07,14:23:45,19.38
2020-11-07,14:23:45,18.99
2020-11-07,14:23:45,18.99
2020-11-07,14:23:45,19.38
2020-11-07,14:23:45,18.8
2020-11-07,14:23:45,19.18
2020-11-07,14:23:46,19.58
2020-11-07,14:23:46,18.99
2020-11-07,14:23:46,18.99
2020-11-07,14:23:46,19.18
2020-11-07,14:23:46,17.89
2020-11-07,14:23:46,18.43
2020-11-07,14:23:46,18.43
2020-11-07,14:23:46,19.38
2020-11-07,14:23:46,19.58
2020-11-07,14:23:46,18.25
2020-11-07,14:23:47,20
2020-11-07,14:23:47,19.58
2020-11-07,14:23:47,18.99
2020-11-07,14:23:47,18.07
2020-11-07,14:23:47,19.38
2020-11-07,14:23:47,18.43
2020-11-07,14:23:47,18.43
2020-11-07,14:23:47,19.18
2020-11-07,14:23:47,18.99
2020-11-07,14:23:47,18.61
2020-11-07,14:23:48,18.61
2020-11-07,14:23:48,18.43
2020-11-07,14:23:48,18.8
2020-11-07,14:23:48,17.72
2020-11-07,14:23:48,18.43
2020-11-07,14:23:48,18.43
2020-11-07,14:23:48,18.43
2020-11-07,14:23:48,18.8
2020-11-07,14:23:48,18.8
2020-11-07,14:23:48,19.18
2020-11-07,14:23:49,18.99
2020-11-07,14:23:49,18.61
2020-11-07,14:23:49,18.99
2020-11-07,14:23:49,19.18
2020-11-07,14:23:49,18.99
2020-11-07,14:23:49,18.99
2020-11-07,14:23:49,18.61
2020-11-07,14:23:49,18.61
2020-11-07,14:23:49,19.38
2020-11-07,14:23:49,18.25
2020-11-07,14:23:50,18.43
2020-11-07,14:23:50,18.61
2020-11-07,14:23:50,18.99
2020-11-07,14:23:50,18.61
2020-11-07,14:23:50,18.25
2020-11-07,14:23:50,18.99
2020-11-07,14:23:50,18.61
2020-11-07,14:23:50,18.61
2020-11-07,14:23:50,18.8
2020-11-07,14:23:50,18.8
2020-11-07,14:23:51,18.61
2020-11-07,14:23:51,18.61
2020-11-07,14:23:51,18.43
2020-11-07,14:23:51,18.07
2020-11-07,14:23:51,18.07
2020-11-07,14:23:51,17.89
2020-11-07,14:23:51,17.55
2020-11-07,14:23:51,18.25
2020-11-07,14:23:51,18.07
2020-11-07,14:23:51,18.25
2020-11-07,14:23:52,17.89
2020-11-07,14:23:52,18.07
2020-11-07,14:23:52,18.25
2020-11-07,14:23:52,18.8
2020-11-07,14:23:52,18.43
2020-11-07,14:23:52,17.55
2020-11-07,14:23:52,17.89
2020-11-07,14:23:52,17.39
2020-11-07,14:23:52,17.39
2020-11-07,14:23:52,17.39
2020-11-07,14:23:52,17.39
2020-11-07,14:23:53,17.89
2020-11-07,14:23:53,17.72
2020-11-07,14:23:53,17.72
2020-11-07,14:23:53,18.07
2020-11-07,14:23:53,17.55
2020-11-07,14:23:53,16.59
2020-11-07,14:23:53,18.07
2020-11-07,14:23:53,16.9
2020-11-07,14:23:53,16.9
2020-11-07,14:23:53,16.44
2020-11-07,14:23:54,16.59
2020-11-07,14:23:54,17.39
2020-11-07,14:23:54,16.9
2020-11-07,14:23:54,16.75
2020-11-07,14:23:54,17.39
2020-11-07,14:23:54,17.22
2020-11-07,14:23:54,16.59
2020-11-07,14:23:54,16.44
2020-11-07,14:23:54,16.75
2020-11-07,14:23:54,16.9
2020-11-07,14:23:55,16.9
2020-11-07,14:23:55,16.75
2020-11-07,14:23:55,16.59
2020-11-07,14:23:55,16.44
2020-11-07,14:23:55,16.59
2020-11-07,14:23:55,16.59
2020-11-07,14:23:55,15.72
2020-11-07,14:23:55,16.44
2020-11-07,14:23:55,16.44
2020-11-07,14:23:55,16.59
2020-11-07,14:23:56,16.44
2020-11-07,14:23:56,16.59
2020-11-07,14:23:56,16.59
2020-11-07,14:23:56,16.59
2020-11-07,14:23:56,16.75
2020-11-07,14:23:56,16
2020-11-07,14:23:56,16.75
2020-11-07,14:23:56,16.59
2020-11-07,14:23:56,16
2020-11-07,14:23:56,16.15
2020-11-07,14:23:57,16.75
2020-11-07,14:23:57,16.59
2020-11-07,14:23:57,17.06
2020-11-07,14:23:57,17.06
2020-11-07,14:23:57,16.44
2020-11-07,14:23:57,17.06
2020-11-07,14:23:57,17.06
2020-11-07,14:23:57,16.9
2020-11-07,14:23:57,16.9
2020-11-07,14:23:57,16.44
2020-11-07,14:23:58,16.29
2020-11-07,14:23:58,16.29
2020-11-07,14:23:58,16.59
2020-11-07,14:23:58,16.59
2020-11-07,14:23:58,17.39
2020-11-07,14:23:58,17.22
2020-11-07,14:23:58,17.55
2020-11-07,14:23:58,17.06
2020-11-07,14:23:58,17.39
2020-11-07,14:23:58,17.89
2020-11-07,14:23:59,17.06
2020-11-07,14:23:59,17.39
2020-11-07,14:23:59,17.55
2020-11-07,14:23:59,17.55
2020-11-07,14:23:59,17.89
2020-11-07,14:23:59,17.22
2020-11-07,14:23:59,17.72
2020-11-07,14:23:59,18.43
2020-11-07,14:23:59,18.25
2020-11-07,14:23:59,18.25
2020-11-07,14:24:00,18.25
2020-11-07,14:24:00,18.43
2020-11-07,14:24:00,17.89
2020-11-07,14:24:00,18.61
2020-11-07,14:24:00,18.07
2020-11-07,14:24:00,18.07
2020-11-07,14:24:00,18.99
2020-11-07,14:24:00,18.61
2020-11-07,14:24:00,nan
2020-11-07,14:24:00,18.8
2020-11-07,14:24:01,18.8
2020-11-07,14:24:01,20.87
2020-11-07,14:24:01,19.18
2020-11-07,14:24:01,18.8
2020-11-07,14:24:01,18.61
2020-11-07,14:24:01,17.89
2020-11-07,14:24:01,18.8
2020-11-07,14:24:01,17.89
2020-11-07,14:24:01,18.07
2020-11-07,14:24:01,18.25
2020-11-07,14:24:02,17.72
2020-11-07,14:24:02,18.8
2020-11-07,14:24:02,18.43
2020-11-07,14:24:02,18.07
2020-11-07,14:24:02,18.25
2020-11-07,14:24:02,17.39
2020-11-07,14:24:02,17.22
2020-11-07,14:24:02,17.22
2020-11-07,14:24:02,17.06
2020-11-07,14:24:02,17.06
2020-11-07,14:24:03,16.75
2020-11-07,14:24:03,16.44
2020-11-07,14:24:03,16.44
2020-11-07,14:24:03,16.59
2020-11-07,14:24:03,16.44
2020-11-07,14:24:03,16.59
2020-11-07,14:24:03,16.44
2020-11-07,14:24:03,16.9
2020-11-07,14:24:03,16.9
2020-11-07,14:24:03,16.75
2020-11-07,14:24:04,16.44
2020-11-07,14:24:04,16
2020-11-07,14:24:04,15.72
2020-11-07,14:24:04,15.86
2020-11-07,14:24:04,15.05
2020-11-07,14:24:04,15.58
2020-11-07,14:24:04,15.18
2020-11-07,14:24:04,14.92
2020-11-07,14:24:04,14.92
2020-11-07,14:24:04,14.55
2020-11-07,14:24:05,13.74
2020-11-07,14:24:05,13.52
2020-11-07,14:24:05,13.1
2020-11-07,14:24:05,13
2020-11-07,14:24:05,12.9
2020-11-07,14:24:05,12.8
2020-11-07,14:24:05,12.32
2020-11-07,14:24:05,11.62
2020-11-07,14:24:05,11.53
2020-11-07,14:24:05,11.45
2020-11-07,14:24:06,10.9
2020-11-07,14:24:06,10.53
2020-11-07,14:24:06,10.82
2020-11-07,14:24:06,10.04
2020-11-07,14:24:06,10.39
2020-11-07,14:24:06,9.66
2020-11-07,14:24:06,9.59
2020-11-07,14:24:06,9.41
2020-11-07,14:24:06,9.23
2020-11-07,14:24:06,9.29
2020-11-07,14:24:07,9.23
2020-11-07,14:24:07,9.12
2020-11-07,14:24:07,8.78
2020-11-07,14:24:07,8.78
2020-11-07,14:24:07,8.78
2020-11-07,14:24:07,8.89
2020-11-07,14:24:07,8.95
2020-11-07,14:24:07,9.06
2020-11-07,14:24:07,9.17
2020-11-07,14:24:07,9.06
2020-11-07,14:24:08,9.12
2020-11-07,14:24:08,8.89
2020-11-07,14:24:08,9
2020-11-07,14:24:08,8.89
2020-11-07,14:24:08,8.95
2020-11-07,14:24:08,9.06
2020-11-07,14:24:08,9
2020-11-07,14:24:08,9.53
2020-11-07,14:24:08,9.53
2020-11-07,14:24:08,9.29
2020-11-07,14:24:09,9.29
2020-11-07,14:24:09,9.41
2020-11-07,14:24:09,9.41
2020-11-07,14:24:09,9.47
2020-11-07,14:24:09,9.59
2020-11-07,14:24:09,9.91
2020-11-07,14:24:09,10.25
2020-11-07,14:24:09,10.18
2020-11-07,14:24:09,9.78
2020-11-07,14:24:09,10.11
2020-11-07,14:24:10,10.67
2020-11-07,14:24:10,10.32
2020-11-07,14:24:10,10.82
2020-11-07,14:24:10,11.13
2020-11-07,14:24:10,11.21
2020-11-07,14:24:10,11.79
2020-11-07,14:24:10,11.96
2020-11-07,14:24:10,11.87
2020-11-07,14:24:10,12.8
2020-11-07,14:24:10,12.8
2020-11-07,14:24:11,12.8
2020-11-07,14:24:11,12.8
2020-11-07,14:24:11,13.1
2020-11-07,14:24:11,13.31
2020-11-07,14:24:11,13.1
2020-11-07,14:24:11,13.2
2020-11-07,14:24:11,14.19
2020-11-07,14:24:11,13.63
2020-11-07,14:24:11,13.63
2020-11-07,14:24:11,14.31
2020-11-07,14:24:12,14.19
2020-11-07,14:24:12,14.55
2020-11-07,14:24:12,14.92
2020-11-07,14:24:12,14.31
2020-11-07,14:24:12,15.05
2020-11-07,14:24:12,15.58
2020-11-07,14:24:12,15.45
2020-11-07,14:24:12,15.72
2020-11-07,14:24:12,15.86
2020-11-07,14:24:12,16
2020-11-07,14:24:13,15.72
2020-11-07,14:24:13,15.72
2020-11-07,14:24:13,16.29
2020-11-07,14:24:13,16.9
2020-11-07,14:24:13,16.15
2020-11-07,14:24:13,16.9
2020-11-07,14:24:13,16.9
2020-11-07,14:24:13,16.59
2020-11-07,14:24:13,17.39
2020-11-07,14:24:13,18.61
2020-11-07,14:24:14,nan
2020-11-07,14:24:14,19.18
2020-11-07,14:24:14,18.61
2020-11-07,14:24:14,18.99
2020-11-07,14:24:14,18.8
2020-11-07,14:24:14,18.61
2020-11-07,14:24:14,18.61
2020-11-07,14:24:14,18.8
2020-11-07,14:24:14,18.8
2020-11-07,14:24:14,18.07
2020-11-07,14:24:15,19.38
2020-11-07,14:24:15,19.38
2020-11-07,14:24:15,19.38
2020-11-07,14:24:15,18.99
2020-11-07,14:24:15,20
2020-11-07,14:24:15,20.21
2020-11-07,14:24:15,18.99
2020-11-07,14:24:15,20
2020-11-07,14:24:15,20.42
2020-11-07,14:24:15,20.21
2020-11-07,14:24:16,19.18
2020-11-07,14:24:16,20.42
2020-11-07,14:24:16,20.42
2020-11-07,14:24:16,21.1
2020-11-07,14:24:16,20.87
2020-11-07,14:24:16,20.87
2020-11-07,14:24:16,21.33
2020-11-07,14:24:16,21.57
2020-11-07,14:24:16,21.1
2020-11-07,14:24:16,21.33
2020-11-07,14:24:17,21.33
2020-11-07,14:24:17,21.57
2020-11-07,14:24:17,21.1
2020-11-07,14:24:17,21.82
2020-11-07,14:24:17,21.33
2020-11-07,14:24:17,20.87
2020-11-07,14:24:17,21.33
2020-11-07,14:24:17,21.33
2020-11-07,14:24:17,21.33
2020-11-07,14:24:17,21.33
2020-11-07,14:24:18,21.57
2020-11-07,14:24:18,21.57
2020-11-07,14:24:18,21.57
2020-11-07,14:24:18,21.33
2020-11-07,14:24:18,23.38
2020-11-07,14:24:18,21.57
2020-11-07,14:24:18,21.82
2020-11-07,14:24:18,21.33
2020-11-07,14:24:18,23.38
2020-11-07,14:24:18,21.82
2020-11-07,14:24:19,22.84
2020-11-07,14:24:19,23.38
2020-11-07,14:24:19,23.38
2020-11-07,14:24:19,22.06
2020-11-07,14:24:19,22.06
2020-11-07,14:24:19,22.06
2020-11-07,14:24:19,22.57
2020-11-07,14:24:19,24.54
2020-11-07,14:24:19,22.57
2020-11-07,14:24:19,22.06
2020-11-07,14:24:20,22.57
